pot.label,census,calendar.date,rep,within.rep,density,treatment,species,researcher.inititals,number.of.plants,height.cm,number.of.leaves,final.mass.above,final.mass.below
39,2,,3,1,10,noshade,Salvia colombriae,,5,54,10,,
39,2,,3,2,10,noshade,Salvia colombriae,,5,64,8,,
39,2,,3,3,10,noshade,Salvia colombriae,,5,44,9,,
40,2,,4,1,10,noshade,Salvia colombriae,,5,155,9,,
40,2,,4,2,10,noshade,Salvia colombriae,,5,147,8,,
40,2,,4,3,10,noshade,Salvia colombriae,,5,157,11,,
41,2,,5,1,10,noshade,Salvia colombriae,,3,60,12,,
41,2,,5,2,10,noshade,Salvia colombriae,,3,53,7,,
41,2,,5,3,10,noshade,Salvia colombriae,,3,30,10,,
42,2,,6,1,10,noshade,Salvia colombriae,,4,42,8,,
42,2,,6,2,10,noshade,Salvia colombriae,,4,51,11,,
42,2,,6,3,10,noshade,Salvia colombriae,,4,50,10,,
43,2,,7,1,10,noshade,Salvia colombriae,,1,42,11,,
43,2,,7,2,10,noshade,Salvia colombriae,,,,,,
43,2,,7,3,10,noshade,Salvia colombriae,,,,,,
44,2,,8,1,10,noshade,Salvia colombriae,,0,,,,
44,2,,8,2,10,noshade,Salvia colombriae,,,,,,
44,2,,8,3,10,noshade,Salvia colombriae,,,,,,
45,2,,9,1,10,noshade,Salvia colombriae,,1,9,4,,
45,2,,9,2,10,noshade,Salvia colombriae,,,,,,
45,2,,9,3,10,noshade,Salvia colombriae,,,,,,
46,2,,10,1,10,noshade,Salvia colombriae,,0,,,,
46,2,,10,2,10,noshade,Salvia colombriae,,2,40,12,,
46,2,,10,3,10,noshade,Salvia colombriae,,2,26,9,,
47,2,,11,1,10,noshade,Salvia colombriae,,2,49,11,,
47,2,,11,2,10,noshade,Salvia colombriae,,2,54,10,,
47,2,,11,3,10,noshade,Salvia colombriae,,,,,,
48,2,,12,1,10,noshade,Salvia colombriae,,4,68,12,,
48,2,,12,2,10,noshade,Salvia colombriae,,4,103,15,,
48,2,,12,3,10,noshade,Salvia colombriae,,4,70,12,,
49,2,,1,1,20,noshade,Salvia colombriae,,6,73,11,,
49,2,,1,2,20,noshade,Salvia colombriae,,6,79,10,,
49,2,,1,3,20,noshade,Salvia colombriae,,6,49,13,,
50,2,,2,1,20,noshade,Salvia colombriae,,6,59,10,,
50,2,,2,2,20,noshade,Salvia colombriae,,6,50,11,,
50,2,,2,3,20,noshade,Salvia colombriae,,6,42,10,,
51,2,,3,1,20,noshade,Salvia colombriae,,6,71,9,,
51,2,,3,2,20,noshade,Salvia colombriae,,6,50,9,,
51,2,,3,3,20,noshade,Salvia colombriae,,6,68,10,,
52,2,,4,1,20,noshade,Salvia colombriae,,0,,,,
52,2,,4,2,20,noshade,Salvia colombriae,,,,,,
52,2,,4,3,20,noshade,Salvia colombriae,,,,,,
53,2,,5,1,20,noshade,Salvia colombriae,,7,55,7,,
53,2,,5,2,20,noshade,Salvia colombriae,,7,71,10,,
53,2,,5,3,20,noshade,Salvia colombriae,,7,84,12,,
54,2,,6,1,20,noshade,Salvia colombriae,,3,73,13,,
54,2,,6,2,20,noshade,Salvia colombriae,,3,62,10,,
54,2,,6,3,20,noshade,Salvia colombriae,,3,56,10,,
55,2,,7,1,20,noshade,Salvia colombriae,,1,72,13,,
55,2,,7,2,20,noshade,Salvia colombriae,,,,,,
55,2,,7,3,20,noshade,Salvia colombriae,,,,,,
56,2,,8,1,20,noshade,Salvia colombriae,,2,51,9,,
56,2,,8,2,20,noshade,Salvia colombriae,,2,82,12,,
56,2,,8,3,20,noshade,Salvia colombriae,,,,,,
57,2,,9,1,20,noshade,Salvia colombriae,,6,42,10,,
57,2,,9,2,20,noshade,Salvia colombriae,,6,36,11,,
57,2,,9,3,20,noshade,Salvia colombriae,,6,46,12,,
58,2,,10,1,20,noshade,Salvia colombriae,,2,84,13,,
58,2,,10,2,20,noshade,Salvia colombriae,,2,64,13,,
58,2,,10,3,20,noshade,Salvia colombriae,,,,,,
59,2,,11,1,20,noshade,Salvia colombriae,,6,26,9,,
59,2,,11,2,20,noshade,Salvia colombriae,,6,49,9,,
59,2,,11,3,20,noshade,Salvia colombriae,,6,31,8,,
60,2,,12,1,20,noshade,Salvia colombriae,,10,61,8,,
60,2,,12,2,20,noshade,Salvia colombriae,,10,61,10,,
60,2,,12,3,20,noshade,Salvia colombriae,,10,64,13,,
61,3,,1,1,1,noshade,Phacelia tanacetifolia,,0,,,,
62,2,,2,1,1,noshade,Phacelia tanacetifolia,,0,,,,
63,2,,3,1,1,noshade,Phacelia tanacetifolia,,0,,,,
64,2,,4,1,1,noshade,Phacelia tanacetifolia,,0,,,,
65,2,,5,1,1,noshade,Phacelia tanacetifolia,,0,,,,
66,2,,6,1,1,noshade,Phacelia tanacetifolia,,0,,,,
67,2,,7,1,1,noshade,Phacelia tanacetifolia,,1,140,14,,
68,2,,8,1,1,noshade,Phacelia tanacetifolia,,0,,,,
69,2,,9,1,1,noshade,Phacelia tanacetifolia,,0,,,,
70,2,,10,1,1,noshade,Phacelia tanacetifolia,,0,,,,
71,2,,11,1,1,noshade,Phacelia tanacetifolia,,0,,,,
72,2,,12,1,1,noshade,Phacelia tanacetifolia,,0,,,,
73,2,,1,1,2,noshade,Phacelia tanacetifolia,,0,,,,
73,2,,1,2,2,noshade,Phacelia tanacetifolia,,,,,,
74,2,,2,1,2,noshade,Phacelia tanacetifolia,,0,,,,
74,2,,2,2,2,noshade,Phacelia tanacetifolia,,,,,,
75,2,,3,1,2,noshade,Phacelia tanacetifolia,,0,,,,
75,2,,3,2,2,noshade,Phacelia tanacetifolia,,,,,,
76,2,,4,1,2,noshade,Phacelia tanacetifolia,,,,,,
76,2,,4,2,2,noshade,Phacelia tanacetifolia,,,,,,
77,2,,5,1,2,noshade,Phacelia tanacetifolia,,0,,,,
77,2,,5,2,2,noshade,Phacelia tanacetifolia,,,,,,
78,2,,6,1,2,noshade,Phacelia tanacetifolia,,1,84,17,,
78,2,,6,2,2,noshade,Phacelia tanacetifolia,,,,,,
79,2,,7,1,2,noshade,Phacelia tanacetifolia,,0,,,,
79,2,,7,2,2,noshade,Phacelia tanacetifolia,,,,,,
80,2,,8,1,2,noshade,Phacelia tanacetifolia,,0,,,,
80,2,,8,2,2,noshade,Phacelia tanacetifolia,,,,,,
81,2,,9,1,2,noshade,Phacelia tanacetifolia,,1,151,15,,
81,2,,9,2,2,noshade,Phacelia tanacetifolia,,,,,,
82,2,,10,1,2,noshade,Phacelia tanacetifolia,,0,,,,
82,2,,10,2,2,noshade,Phacelia tanacetifolia,,,,,,
83,2,,11,1,2,noshade,Phacelia tanacetifolia,,1,161,13,,
83,2,,11,2,2,noshade,Phacelia tanacetifolia,,,,,,
84,2,,12,1,2,noshade,Phacelia tanacetifolia,,0,,,,
84,2,,12,2,2,noshade,Phacelia tanacetifolia,,,,,,
85,2,,1,1,5,noshade,Phacelia tanacetifolia,,2,150,12,,
85,2,,1,2,5,noshade,Phacelia tanacetifolia,,2,136,16,,
85,2,,1,3,5,noshade,Phacelia tanacetifolia,,,,,,
86,2,,2,1,5,noshade,Phacelia tanacetifolia,,1,140,15,,
86,2,,2,2,5,noshade,Phacelia tanacetifolia,,,,,,
86,2,,2,3,5,noshade,Phacelia tanacetifolia,,,,,,
87,2,,3,1,5,noshade,Phacelia tanacetifolia,,3,154,8,,
87,2,,3,2,5,noshade,Phacelia tanacetifolia,,3,165,12,,
87,2,,3,3,5,noshade,Phacelia tanacetifolia,,3,152,9,,
88,2,,4,1,5,noshade,Phacelia tanacetifolia,,0,,,,
88,2,,4,2,5,noshade,Phacelia tanacetifolia,,,,,,
88,2,,4,3,5,noshade,Phacelia tanacetifolia,,,,,,
89,2,,5,1,5,noshade,Phacelia tanacetifolia,,0,,,,
89,2,,5,2,5,noshade,Phacelia tanacetifolia,,,,,,
89,2,,5,3,5,noshade,Phacelia tanacetifolia,,,,,,
90,2,,6,1,5,noshade,Phacelia tanacetifolia,,1,153,13,,
90,2,,6,2,5,noshade,Phacelia tanacetifolia,,,,,,
90,2,,6,3,5,noshade,Phacelia tanacetifolia,,,,,,
91,2,,7,1,5,noshade,Phacelia tanacetifolia,,,,,,
91,2,,7,2,5,noshade,Phacelia tanacetifolia,,,,,,
91,2,,7,3,5,noshade,Phacelia tanacetifolia,,,,,,
92,2,,8,1,5,noshade,Phacelia tanacetifolia,,0,,,,
92,2,,8,2,5,noshade,Phacelia tanacetifolia,,,,,,
92,2,,8,3,5,noshade,Phacelia tanacetifolia,,,,,,
93,2,,9,1,5,noshade,Phacelia tanacetifolia,,3,84,12,,
93,2,,9,2,5,noshade,Phacelia tanacetifolia,,3,110,8,,
93,2,,9,3,5,noshade,Phacelia tanacetifolia,,3,150,11,,
94,2,,10,1,5,noshade,Phacelia tanacetifolia,,0,,,,
94,2,,10,2,5,noshade,Phacelia tanacetifolia,,,,,,
94,2,,10,3,5,noshade,Phacelia tanacetifolia,,,,,,
95,2,,11,1,5,noshade,Phacelia tanacetifolia,,0,,,,
95,2,,11,2,5,noshade,Phacelia tanacetifolia,,,,,,
95,2,,11,3,5,noshade,Phacelia tanacetifolia,,,,,,
96,2,,12,1,5,noshade,Phacelia tanacetifolia,,1,153,14,,
96,2,,12,2,5,noshade,Phacelia tanacetifolia,,,,,,
96,2,,12,3,5,noshade,Phacelia tanacetifolia,,,,,,
97,2,,1,1,10,noshade,Phacelia tanacetifolia,,4,121,8,,
97,2,,1,2,10,noshade,Phacelia tanacetifolia,,4,123,10,,
97,2,,1,3,10,noshade,Phacelia tanacetifolia,,4,151,11,,
98,2,,2,1,10,noshade,Phacelia tanacetifolia,,3,158,12,,
98,2,,2,2,10,noshade,Phacelia tanacetifolia,,3,145,9,,
98,2,,2,3,10,noshade,Phacelia tanacetifolia,,3,125,7,,
99,2,,3,1,10,noshade,Phacelia tanacetifolia,,1,162,12,,
99,2,,3,2,10,noshade,Phacelia tanacetifolia,,,,,,
99,2,,3,3,10,noshade,Phacelia tanacetifolia,,,,,,
100,2,,4,1,10,noshade,Phacelia tanacetifolia,,1,127,8,,
100,2,,4,2,10,noshade,Phacelia tanacetifolia,,,,,,
100,2,,4,3,10,noshade,Phacelia tanacetifolia,,,,,,
101,2,,5,1,10,noshade,Phacelia tanacetifolia,,0,,,,
101,2,,5,2,10,noshade,Phacelia tanacetifolia,,,,,,
101,2,,5,3,10,noshade,Phacelia tanacetifolia,,,,,,
102,2,,6,1,10,noshade,Phacelia tanacetifolia,,3,86,11,,
102,2,,6,2,10,noshade,Phacelia tanacetifolia,,3,134,12,,
102,2,,6,3,10,noshade,Phacelia tanacetifolia,,3,136,12,,
103,2,,7,1,10,noshade,Phacelia tanacetifolia,,3,141,11,,
103,2,,7,2,10,noshade,Phacelia tanacetifolia,,3,162,9,,
103,2,,7,3,10,noshade,Phacelia tanacetifolia,,3,165,10,,
104,2,,8,1,10,noshade,Phacelia tanacetifolia,,3,149,8,,
104,2,,8,2,10,noshade,Phacelia tanacetifolia,,3,179,10,,
104,2,,8,3,10,noshade,Phacelia tanacetifolia,,3,180,11,,
105,2,,9,1,10,noshade,Phacelia tanacetifolia,,1,156,12,,
105,2,,9,2,10,noshade,Phacelia tanacetifolia,,,,,,
105,2,,9,3,10,noshade,Phacelia tanacetifolia,,,,,,
106,2,,10,1,10,noshade,Phacelia tanacetifolia,,0,,,,
106,2,,10,2,10,noshade,Phacelia tanacetifolia,,,,,,
106,2,,10,3,10,noshade,Phacelia tanacetifolia,,,,,,
107,2,,11,1,10,noshade,Phacelia tanacetifolia,,0,,,,
107,2,,11,2,10,noshade,Phacelia tanacetifolia,,,,,,
107,2,,11,3,10,noshade,Phacelia tanacetifolia,,,,,,
108,2,,12,1,10,noshade,Phacelia tanacetifolia,,1,145,12,,
108,2,,12,2,10,noshade,Phacelia tanacetifolia,,,,,,
108,2,,12,3,10,noshade,Phacelia tanacetifolia,,,,,,
109,2,,1,1,20,noshade,Phacelia tanacetifolia,,1,144,13,,
109,2,,1,2,20,noshade,Phacelia tanacetifolia,,,,,,
109,2,,1,3,20,noshade,Phacelia tanacetifolia,,,,,,
110,2,,2,1,20,noshade,Phacelia tanacetifolia,,3,166,10,,
110,2,,2,2,20,noshade,Phacelia tanacetifolia,,3,190,11,,
110,2,,2,3,20,noshade,Phacelia tanacetifolia,,3,140,11,,
111,2,,3,1,20,noshade,Phacelia tanacetifolia,,5,0,0,,
111,2,,3,2,20,noshade,Phacelia tanacetifolia,,5,116,10,,
111,2,,3,3,20,noshade,Phacelia tanacetifolia,,5,147,14,,
112,2,,4,1,20,noshade,Phacelia tanacetifolia,,0,,,,
112,2,,4,2,20,noshade,Phacelia tanacetifolia,,,,,,
112,2,,4,3,20,noshade,Phacelia tanacetifolia,,,,,,
113,2,,5,1,20,noshade,Phacelia tanacetifolia,,3,85,7,,
113,2,,5,2,20,noshade,Phacelia tanacetifolia,,3,95,12,,
113,2,,5,3,20,noshade,Phacelia tanacetifolia,,3,84,8,,
114,2,,6,1,20,noshade,Phacelia tanacetifolia,,0,,,,
114,2,,6,2,20,noshade,Phacelia tanacetifolia,,,,,,
114,2,,6,3,20,noshade,Phacelia tanacetifolia,,,,,,
115,2,,7,1,20,noshade,Phacelia tanacetifolia,,0,,,,
115,2,,7,2,20,noshade,Phacelia tanacetifolia,,,,,,
115,2,,7,3,20,noshade,Phacelia tanacetifolia,,,,,,
116,2,,8,1,20,noshade,Phacelia tanacetifolia,,0,,,,
116,2,,8,2,20,noshade,Phacelia tanacetifolia,,,,,,
116,2,,8,3,20,noshade,Phacelia tanacetifolia,,,,,,
117,2,,9,1,20,noshade,Phacelia tanacetifolia,,3,135,14,,
117,2,,9,2,20,noshade,Phacelia tanacetifolia,,3,151,10,,
117,2,,9,3,20,noshade,Phacelia tanacetifolia,,3,99,2,,
118,2,,10,1,20,noshade,Phacelia tanacetifolia,,1,56,2,,
118,2,,10,2,20,noshade,Phacelia tanacetifolia,,,,,,
118,2,,10,3,20,noshade,Phacelia tanacetifolia,,,,,,
119,2,,11,1,20,noshade,Phacelia tanacetifolia,,1,98,16,,
119,2,,11,2,20,noshade,Phacelia tanacetifolia,,,,,,
119,2,,11,3,20,noshade,Phacelia tanacetifolia,,,,,,
120,2,,12,1,20,noshade,Phacelia tanacetifolia,,2,99,5,,
120,2,,12,2,20,noshade,Phacelia tanacetifolia,,2,82,2,,
120,2,,12,3,20,noshade,Phacelia tanacetifolia,,,,,,
121,2,,1,1,1,noshade,Plantago insularis,,1,164,16,,
122,2,,2,1,1,noshade,Plantago insularis,,1,204,24,,
123,2,,3,1,1,noshade,Plantago insularis,,0,,,,
124,2,,4,1,1,noshade,Plantago insularis,,0,,,,
125,2,,5,1,1,noshade,Plantago insularis,,1,165,16,,
126,2,,6,1,1,noshade,Plantago insularis,,1,146,12,,
127,2,,7,1,1,noshade,Plantago insularis,,1,229,13,,
128,2,,8,1,1,noshade,Plantago insularis,,1,175,15,,
129,2,,9,1,1,noshade,Plantago insularis,,1,183,14,,
130,2,,10,1,1,noshade,Plantago insularis,,1,164,17,,
131,2,,11,1,1,noshade,Plantago insularis,,0,,,,
132,2,,12,1,1,noshade,Plantago insularis,,1,70,19,,
133,2,,1,1,2,noshade,Plantago insularis,,2,61,5,,
133,2,,1,2,2,noshade,Plantago insularis,,2,65,5,,
134,2,,2,1,2,noshade,Plantago insularis,,1,160,9,,
134,2,,2,2,2,noshade,Plantago insularis,,,,,,
135,2,,3,1,2,noshade,Plantago insularis,,2,83,13,,
135,2,,3,2,2,noshade,Plantago insularis,,2,202,22,,
136,2,,4,1,2,noshade,Plantago insularis,,0,,,,
136,2,,4,2,2,noshade,Plantago insularis,,,,,,
137,2,,5,1,2,noshade,Plantago insularis,,2,175,13,,
137,2,,5,2,2,noshade,Plantago insularis,,2,180,15,,
138,2,,6,1,2,noshade,Plantago insularis,,0,,,,
138,2,,6,2,2,noshade,Plantago insularis,,,,,,
139,2,,7,1,2,noshade,Plantago insularis,,2,199,11,,
139,2,,7,2,2,noshade,Plantago insularis,,2,209,13,,
140,2,,8,1,2,noshade,Plantago insularis,,2,132,9,,
140,2,,8,2,2,noshade,Plantago insularis,,2,187,15,,
141,2,,9,1,2,noshade,Plantago insularis,,2,209,14,,
141,2,,9,2,2,noshade,Plantago insularis,,2,13,5,,
142,2,,10,1,2,noshade,Plantago insularis,,2,135,9,,
142,2,,10,2,2,noshade,Plantago insularis,,2,166,16,,
143,2,,11,1,2,noshade,Plantago insularis,,0,,,,
143,2,,11,2,2,noshade,Plantago insularis,,,,,,
144,2,,12,1,2,noshade,Plantago insularis,,2,199,15,,
144,2,,12,2,2,noshade,Plantago insularis,,2,189,11,,
145,2,,1,1,5,noshade,Plantago insularis,,3,144,13,,
145,2,,1,2,5,noshade,Plantago insularis,,3,170,15,,
145,2,,1,3,5,noshade,Plantago insularis,,3,102,7,,
146,2,,2,1,5,noshade,Plantago insularis,,5,155,15,,
146,2,,2,2,5,noshade,Plantago insularis,,5,178,11,,
146,2,,2,3,5,noshade,Plantago insularis,,5,121,16,,
147,2,,3,1,5,noshade,Plantago insularis,,4,221,19,,
147,2,,3,2,5,noshade,Plantago insularis,,4,170,12,,
147,2,,3,3,5,noshade,Plantago insularis,,4,136,9,,
148,2,,4,1,5,noshade,Plantago insularis,,4,123,9,,
148,2,,4,2,5,noshade,Plantago insularis,,4,140,13,,
148,2,,4,3,5,noshade,Plantago insularis,,4,125,9,,
149,2,,5,1,5,noshade,Plantago insularis,,3,83,8,,
149,2,,5,2,5,noshade,Plantago insularis,,3,80,8,,
149,2,,5,3,5,noshade,Plantago insularis,,3,70,7,,
150,2,,6,1,5,noshade,Plantago insularis,,4,145,13,,
150,2,,6,2,5,noshade,Plantago insularis,,4,123,11,,
150,2,,6,3,5,noshade,Plantago insularis,,4,156,13,,
151,2,,7,1,5,noshade,Plantago insularis,,5,120,7,,
151,2,,7,2,5,noshade,Plantago insularis,,5,180,14,,
151,2,,7,3,5,noshade,Plantago insularis,,5,146,9,,
152,2,,8,1,5,noshade,Plantago insularis,,5,110,7,,
152,2,,8,2,5,noshade,Plantago insularis,,5,86,7,,
152,2,,8,3,5,noshade,Plantago insularis,,5,130,8,,
153,2,,9,1,5,noshade,Plantago insularis,,,,,,
153,2,,9,2,5,noshade,Plantago insularis,,,,,,
153,2,,9,3,5,noshade,Plantago insularis,,,,,,
154,2,,10,1,5,noshade,Plantago insularis,,4,185,10,,
154,2,,10,2,5,noshade,Plantago insularis,,4,208,13,,
154,2,,10,3,5,noshade,Plantago insularis,,4,146,11,,
155,2,,11,1,5,noshade,Plantago insularis,,5,141,12,,
155,2,,11,2,5,noshade,Plantago insularis,,5,159,15,,
155,2,,11,3,5,noshade,Plantago insularis,,5,164,15,,
156,2,,12,1,5,noshade,Plantago insularis,,5,126,11,,
156,2,,12,2,5,noshade,Plantago insularis,,5,100,8,,
156,2,,12,3,5,noshade,Plantago insularis,,5,147,10,,
157,2,,1,1,10,noshade,Plantago insularis,,9,150,9,,
157,2,,1,2,10,noshade,Plantago insularis,,9,142,12,,
157,2,,1,3,10,noshade,Plantago insularis,,9,156,10,,
158,2,,2,1,10,noshade,Plantago insularis,,7,124,11,,
158,2,,2,2,10,noshade,Plantago insularis,,7,136,10,,
158,2,,2,3,10,noshade,Plantago insularis,,7,130,11,,
159,2,,3,1,10,noshade,Plantago insularis,,7,126,11,,
159,2,,3,2,10,noshade,Plantago insularis,,7,145,8,,
159,2,,3,3,10,noshade,Plantago insularis,,7,136,9,,
160,2,,4,1,10,noshade,Plantago insularis,,4,139,11,,
160,2,,4,2,10,noshade,Plantago insularis,,4,141,10,,
160,2,,4,3,10,noshade,Plantago insularis,,4,180,10,,
161,2,,5,1,10,noshade,Plantago insularis,,8,115,1,,
161,2,,5,2,10,noshade,Plantago insularis,,8,155,15,,
161,2,,5,3,10,noshade,Plantago insularis,,8,145,11,,
162,2,,6,1,10,noshade,Plantago insularis,,3,143,11,,
162,2,,6,2,10,noshade,Plantago insularis,,3,191,12,,
162,2,,6,3,10,noshade,Plantago insularis,,3,120,9,,
163,2,,7,1,10,noshade,Plantago insularis,,8,135,8,,
163,2,,7,2,10,noshade,Plantago insularis,,8,105,7,,
163,2,,7,3,10,noshade,Plantago insularis,,8,140,10,,
164,2,,8,1,10,noshade,Plantago insularis,,9,159,14,,
164,2,,8,2,10,noshade,Plantago insularis,,9,115,9,,
164,2,,8,3,10,noshade,Plantago insularis,,9,154,13,,
165,2,,9,1,10,noshade,Plantago insularis,,7,126,9,,
165,2,,9,2,10,noshade,Plantago insularis,,7,142,11,,
165,2,,9,3,10,noshade,Plantago insularis,,7,119,6,,
166,2,,10,1,10,noshade,Plantago insularis,,10,109,10,,
166,2,,10,2,10,noshade,Plantago insularis,,10,120,9,,
166,2,,10,3,10,noshade,Plantago insularis,,10,155,8,,
167,2,,11,1,10,noshade,Plantago insularis,,2,90,7,,
167,2,,11,2,10,noshade,Plantago insularis,,2,30,6,,
167,2,,11,3,10,noshade,Plantago insularis,,,,,,
168,2,,12,1,10,noshade,Plantago insularis,,10,131,10,,
168,2,,12,2,10,noshade,Plantago insularis,,10,123,8,,
168,2,,12,3,10,noshade,Plantago insularis,,10,129,9,,
169,2,,1,1,20,noshade,Plantago insularis,,15,126,9,,
169,2,,1,2,20,noshade,Plantago insularis,,15,111,7,,
169,2,,1,3,20,noshade,Plantago insularis,,15,111,5,,
170,2,,2,1,20,noshade,Plantago insularis,,15,114,6,,
170,2,,2,2,20,noshade,Plantago insularis,,15,125,6,,
170,2,,2,3,20,noshade,Plantago insularis,,15,115,7,,
171,2,,3,1,20,noshade,Plantago insularis,,12,105,7,,
171,2,,3,2,20,noshade,Plantago insularis,,12,120,8,,
171,2,,3,3,20,noshade,Plantago insularis,,12,121,10,,
172,2,,4,1,20,noshade,Plantago insularis,,9,103,7,,
172,2,,4,2,20,noshade,Plantago insularis,,9,106,7,,
172,2,,4,3,20,noshade,Plantago insularis,,9,109,6,,
173,2,,5,1,20,noshade,Plantago insularis,,18,105,5,,
173,2,,5,2,20,noshade,Plantago insularis,,18,152,6,,
173,2,,5,3,20,noshade,Plantago insularis,,18,154,7,,
174,2,,6,1,20,noshade,Plantago insularis,,14,122,8,,
174,2,,6,2,20,noshade,Plantago insularis,,14,114,6,,
174,2,,6,3,20,noshade,Plantago insularis,,14,128,10,,
175,2,,7,1,20,noshade,Plantago insularis,,9,61,6,,
175,2,,7,2,20,noshade,Plantago insularis,,9,48,7,,
175,2,,7,3,20,noshade,Plantago insularis,,9,99,7,,
176,2,,8,1,20,noshade,Plantago insularis,,14,76,7,,
176,2,,8,2,20,noshade,Plantago insularis,,14,61,7,,
176,2,,8,3,20,noshade,Plantago insularis,,14,120,7,,
177,2,,9,1,20,noshade,Plantago insularis,,13,140,9,,
177,2,,9,2,20,noshade,Plantago insularis,,13,141,6,,
177,2,,9,3,20,noshade,Plantago insularis,,13,136,7,,
178,2,,10,1,20,noshade,Plantago insularis,,14,105,8,,
178,2,,10,2,20,noshade,Plantago insularis,,14,164,9,,
178,2,,10,3,20,noshade,Plantago insularis,,14,132,8,,
179,2,,11,1,20,noshade,Plantago insularis,,16,95,9,,
179,2,,11,2,20,noshade,Plantago insularis,,16,43,6,,
179,2,,11,3,20,noshade,Plantago insularis,,16,81,9,,
180,2,,12,1,20,noshade,Plantago insularis,,15,111,5,,
180,2,,12,2,20,noshade,Plantago insularis,,15,70,5,,
180,2,,12,3,20,noshade,Plantago insularis,,15,119,9,,
181,2,,1,1,1,shade,Salvia colombriae,,0,,,,
182,2,,2,1,1,shade,Salvia colombriae,,0,,,,
183,2,,3,1,1,shade,Salvia colombriae,,2,166,15,,
183,2,,3,1,1,shade,Salvia colombriae,,2,165,10,,
184,2,,4,1,1,shade,Salvia colombriae,,0,,,,
185,2,,5,1,1,shade,Salvia colombriae,,0,,,,
186,2,,6,1,1,shade,Salvia colombriae,,0,,,,
187,2,,7,1,1,shade,Salvia colombriae,,0,,,,
188,2,,8,1,1,shade,Salvia colombriae,,0,,,,
189,2,,9,1,1,shade,Salvia colombriae,,0,,,,
190,2,,10,1,1,shade,Salvia colombriae,,0,,,,
191,2,,11,1,1,shade,Salvia colombriae,,0,,,,
192,2,,12,1,1,shade,Salvia colombriae,,,,,,
193,2,,1,1,2,shade,Salvia colombriae,,0,,,,
193,2,,1,2,2,shade,Salvia colombriae,,,,,,
194,2,,2,1,2,shade,Salvia colombriae,,0,,,,
194,2,,2,2,2,shade,Salvia colombriae,,,,,,
195,2,,3,1,2,shade,Salvia colombriae,,0,,,,
195,2,,3,2,2,shade,Salvia colombriae,,,,,,
196,2,,4,1,2,shade,Salvia colombriae,,0,,,,
196,2,,4,2,2,shade,Salvia colombriae,,,,,,
197,2,,5,1,2,shade,Salvia colombriae,,0,,,,
197,2,,5,2,2,shade,Salvia colombriae,,,,,,
198,2,,6,1,2,shade,Salvia colombriae,,1,39,8,,
198,2,,6,2,2,shade,Salvia colombriae,,,,,,
199,2,,7,1,2,shade,Salvia colombriae,,0,,,,
199,2,,7,2,2,shade,Salvia colombriae,,,,,,
200,2,,8,1,2,shade,Salvia colombriae,,0,,,,
200,2,,8,2,2,shade,Salvia colombriae,,,,,,
201,2,,9,1,2,shade,Salvia colombriae,,0,,,,
201,2,,9,2,2,shade,Salvia colombriae,,,,,,
202,2,,10,1,2,shade,Salvia colombriae,,0,,,,
202,2,,10,2,2,shade,Salvia colombriae,,,,,,
203,2,,11,1,2,shade,Salvia colombriae,,0,,,,
203,2,,11,2,2,shade,Salvia colombriae,,,,,,
204,2,,12,1,2,shade,Salvia colombriae,,1,91,7,,
204,2,,12,2,2,shade,Salvia colombriae,,,,,,
205,2,,1,1,5,shade,Salvia colombriae,,2,46,8,,
205,2,,1,2,5,shade,Salvia colombriae,,2,16,4,,
205,2,,1,3,5,shade,Salvia colombriae,,,,,,
206,2,,2,1,5,shade,Salvia colombriae,,,,,,
206,2,,2,2,5,shade,Salvia colombriae,,,,,,
206,2,,2,3,5,shade,Salvia colombriae,,,,,,
207,2,,3,1,5,shade,Salvia colombriae,,0,,,,
207,2,,3,2,5,shade,Salvia colombriae,,,,,,
207,2,,3,3,5,shade,Salvia colombriae,,,,,,
208,2,,4,1,5,shade,Salvia colombriae,,2,46,6,,
208,2,,4,2,5,shade,Salvia colombriae,,2,54,8,,
208,2,,4,3,5,shade,Salvia colombriae,,,,,,
209,2,,5,1,5,shade,Salvia colombriae,,2,39,8,,
209,2,,5,2,5,shade,Salvia colombriae,,2,49,8,,
209,2,,5,3,5,shade,Salvia colombriae,,,,,,
210,2,,6,1,5,shade,Salvia colombriae,,0,,,,
210,2,,6,2,5,shade,Salvia colombriae,,,,,,
210,2,,6,3,5,shade,Salvia colombriae,,,,,,
211,2,,7,1,5,shade,Salvia colombriae,,2,42,7,,
211,2,,7,2,5,shade,Salvia colombriae,,2,0,0,,
211,2,,7,3,5,shade,Salvia colombriae,,2,11,4,,
212,2,,8,1,5,shade,Salvia colombriae,,0,,,,
212,2,,8,2,5,shade,Salvia colombriae,,,,,,
212,2,,8,3,5,shade,Salvia colombriae,,,,,,
213,2,,9,1,5,shade,Salvia colombriae,,3,38,3,,
213,2,,9,2,5,shade,Salvia colombriae,,3,46,5,,
213,2,,9,3,5,shade,Salvia colombriae,,3,65,6,,
214,2,,10,1,5,shade,Salvia colombriae,,1,34,6,,
214,2,,10,2,5,shade,Salvia colombriae,,,,,,
214,2,,10,3,5,shade,Salvia colombriae,,,,,,
215,2,,11,1,5,shade,Salvia colombriae,,0,,,,
215,2,,11,2,5,shade,Salvia colombriae,,,,,,
215,2,,11,3,5,shade,Salvia colombriae,,,,,,
216,2,,12,1,5,shade,Salvia colombriae,,2,43,6,,
