status,Shrub_Cov,NDVI,Slope,Elev,Aspect,Solar,value
0,0.0589153,0.1936,2.5304899,750,351.8699951,379834,0.008073576955422658
0,0.0804354,0.189856,2.7251401,750,23.1986008,379646,0.010192771844903569
0,0.035077,0.202402,1.51893,750,315,380965,0.009121109487568656
0,0.012337,0.231328,4.0760598,752,232.125,382465,0.0206810120729006
0,0.0335515,0.23347300000000001,4.0760598,756,217.875,382900,0.010975136695704601
0,0.0058414,0.239574,4.5482702,758,225,382608,0.005161548392051729
0,0.0154316,0.222972,2.5304899,681,225,380047,0.9999986905477001
0,0.0533037,0.230138,4.0446901,709,225,381206,0.9993920056176927
0,0.0572153,0.204152,2.95035,680,194.0359955,380286,0.9999993580654497
0,0.0280256,0.22595,3.0357201,686,225,380300,0.999996622045258
0,0.0710556,0.210819,3.0775199,702,215.5379944,380970,0.9998669564459582
0,0.0293285,0.20304,3.23927,703,263.6600037,379779,0.9995382464949776
0,0.0160813,0.240656,2.5304899,694,278.1300049,379346,0.9999509610483561
0,0.0073855,0.235389,3.1996000000000002,697,243.4349976,380331,0.9999326774646959
0,0.00512,0.223769,1.13226,708,251.5650024,380555,0.9978603063785901
0,0.0061327,0.22133,1.4321001,711,180,381200,0.9967194993730075
0,0.0030505,0.242068,2.7251401,700,203.1990051,381020,0.9998804437705178
0,7.858e-4,0.231305,6.5740099,704,229.3990021,380398,0.99979561610879
0,0.0043319,0.230895,4.3480902,707,189.4620056,381782,0.9995973052180052
0,0.0051638,0.232592,3.5404799,706,135,380841,0.9994508240756439
0,0.011931,0.219338,2.0871301,711,239.0359955,380898,0.996858672814717
0,0.0210531,0.2173,1.82533,714,281.3099976,380052,0.9898033218054056
0,0.014597,0.238454,2.5805399,728,213.6900024,381921,0.8827241413091568
0,0.0084155,0.244466,3.5763299,730,216.8699951,382095,0.8581819067151473
0,0.0162591,0.259155,6.0753298,738,319.7640076,376621,0.12010776240724298
0,0.0306841,0.22089,2.7251401,707,293.1990051,379266,0.998386727280204
0,0.063854,0.210293,2.5304899,749,8.1301003,379671,0.013212185590828771
0,0.0697951,0.19166,2.5304899,751,261.8699951,381713,0.01592775817481856
0,0.0188137,0.240266,4.79318,754,243.4349976,382021,0.013731770073447246
0,0.0252363,0.237275,5.07621,757,219.2890015,382869,0.010113777883541852
0,0.0475705,0.233772,11.9057999,772,258.0239868,376803,7.791029560386738e-5
0,0.0228927,0.222885,13.9091997,777,259.8240051,374368,8.054427916306027e-6
0,0.0087907,0.225326,1.82533,681,191.3099976,380174,0.999998484170532
0,0.0837436,0.20563,0.71616,681,180,379562,0.9999984822939514
0,3.267e-4,0.217919,1.4321001,711,270,380353,0.9946419066482903
0,0.0135499,0.244529,2.8624101,694,270,379436,0.9999571285949186
0,0.0084997,0.23324,5.4612598,705,258.6900024,379325,0.9994804032460985
0,0.0377605,0.189803,3.8510301,703,291.8009949,378368,0.9992152069639403
0,0.0317029,0.213761,4.3187199,707,294.4440002,378314,0.9982276373229488
0,0.0579347,0.226323,1.60105,720,206.5650024,381408,0.9817996991826325
0,0.0129815,0.216772,3.5763299,727,323.1300049,378278,0.6573793262773947
0,0.0556046,0.248828,1.82533,735,11.3099003,379879,0.4031992108420972
0,0.0425018,0.218654,1.82533,709,258.6900024,380488,0.9982145493436189
0,0.0184223,0.244828,5.36764,742,273.8139954,379820,0.13071092165614204
0,0.0622695,0.21626,0,711,-1,380473,0.9962801690890527
0,0.0516274,0.217518,2.0248699,748,315,380417,0.018325580686752357
0,0.0262948,0.215297,0,711,-1,380464,0.9946903110358049
0,0.0282232,0.230068,0.506415,704,315,379957,0.9991335777475056
0,0.0044701,0.22888,11.3099003,764,270,375833,2.3182749184128633e-4
0,0.0222829,0.226515,3.5763299,728,233.1300049,381691,0.8924679283106399
0,0.0735365,0.227214,3.1996000000000002,730,206.5650024,382281,0.9056266416210752
0,0.0101631,0.224902,4.0760598,683,217.875,380408,0.9999986553525674
0,0.0181025,0.223081,2.5304899,685,81.8699036,378898,0.9999940819518303
0,0.0780356,0.207513,2.1475899,702,270,379321,0.9996585627333789
0,0.0064339,0.216721,1.82533,683,168.6900024,380121,0.9999970950126101
0,0.0358805,0.204691,4.79318,706,296.5650024,377758,0.9983791796700848
0,0.0181831,0.203545,3.6817801,707,299.0549927,378490,0.9976085064301248
0,0.0695899,0.207639,2.5805399,681,123.6900024,379468,0.9999988875320122
0,0.0968216,0.188736,3.1996000000000002,681,296.5650024,377427,0.9999977003466515
0,0.0681635,0.209758,5.4380102,685,293.1990051,376591,0.9999938933265333
0,0.0189073,0.24242,2.5304899,692,261.8699951,379556,0.9999750181767689
0,0.0013663,0.240218,1.4321001,698,270,379971,0.9998380292905694
0,0.0268623,0.211195,2.5304899,709,278.1300049,379892,0.9975453583519762
0,0.0015561,0.22648,3.5763299,698,270,379324,0.999854595158831
0,0.0011089,0.229622,3.8510301,700,248.1990051,380179,0.9998467375877808
0,0.0011252,0.231135,3.5404799,701,225,380940,0.9998496928926829
0,0.0091502,0.234033,3.64697,702,191.3099976,381489,0.9998664954026679
0,0.0152082,0.217675,5.7547402,717,262.875,379350,0.9875092091213532
0,0.0144227,0.236801,3.6817801,703,240.9450073,380357,0.999730373923502
0,0,0.243505,3.64697,705,281.3099976,378907,0.9990326369004194
0,0.0217693,0.234632,4.3480902,707,260.5379944,379769,0.9991729477941577
0,8.83e-4,0.222793,3.0775199,709,234.4620056,380952,0.9984749662000809
0,0.0388939,0.227634,1.60105,713,296.5650024,379990,0.9934398694342665
0,0.0067261,0.223491,0.71616,713,270,380490,0.9909043764649906
0,0.0129727,0.218222,1.60105,721,153.4349976,381452,0.9627741882721363
0,0.0032156,0.110539,3.1996000000000002,730,153.4349976,382131,0.6157144501215177
0,0.056466,0.24459,1.01275,734,45,380477,0.4758535367394886
0,0.0671763,0.249028,1.13226,733,71.5650024,380355,0.569334631976795
0,0.0345124,0.251328,2.8624101,737,0,378946,0.22001291197140954
0,0.0211972,0.220769,1.60105,703,243.4349976,380240,0.9994888705727181
0,0.101108,0.214645,4.3480902,705,279.4620056,378711,0.9995599869376866
0,0.0416038,0.204485,3.23927,709,263.6600037,380091,0.9982610395524268
0,0.056233,0.234133,2.1475899,748,270,381331,0.0344517613405406
0,0.0453396,0.217612,6.3197699,753,286.3900146,378723,0.006199744604096499
0,0.0092687,0.230315,0.506415,761,315,381629,5.215075052763329e-4
0,0.0274163,0.233219,1.4321001,731,270,381045,0.647301991622518
0,0.035315,0.207818,0.71616,704,90,380079,0.9991664230882364
0,0.0376133,0.177294,1.13226,704,18.4349003,379422,0.9987223130617198
0,0.0313252,0.223286,2.5304899,684,45,377890,0.9999938127470854
0,0.0055264,0.212876,0.506415,684,135,379688,0.9999934462561325
0,0.0761315,0.218317,1.82533,712,281.3099976,380143,0.9966168451684263
0,0.0692261,0.221981,2.5805399,713,213.6900024,381330,0.9978087254543921
0,0.0049889,0.21836,5.07621,715,230.7109985,381020,0.9955146160505894
0,0.0131372,0.25265,1.60105,712,333.4349976,379592,0.9938124516664396
0,0.0131372,0.25265,1.60105,712,333.4349976,379592,0.9938124516664396
0,0.0250481,0.223063,6.1373801,719,234.4620056,380843,0.9914223332635793
0,0.0231568,0.227143,1.4321001,696,270,379607,0.9998976609007242
0,0.0091722,0.226942,2.8624101,697,270,379468,0.9998849774807532
0,0.0057111,0.230649,3.23927,701,276.3399963,379402,0.999686072942179
0,0,0.233468,2.5304899,704,225,380553,0.999497904166678
0,2.874e-4,0.232842,3.6817801,711,209.0549927,381612,0.9984795110103535
0,0.0011361,0.229463,3.8510301,711,201.8009949,381659,0.9985413579932988
0,0.0015882,0.22382,2.0248699,716,135,381029,0.9884061688394122
0,0.0090682,0.227394,3.1996000000000002,716,116.5650024,380700,0.9909307538216245
0,0.0011846,0.116561,1.51893,730,135,381489,0.454496516801406
0,0.106437,0.220578,1.82533,711,258.6900024,380556,0.9984286479522392
0,0.0290134,0.218361,1.51893,711,315,379610,0.99439210415297
0,0.0251696,0.160167,2.95035,727,255.9640045,380478,0.7508530524351682
0,0.0265033,0.207963,8.18785,728,267.5100098,377210,0.7491237742375209
0,0.0540474,0.242424,2.0248699,704,225,380620,0.9996974408728977
0,0.0867829,0.212821,5.8851299,752,284.0360107,379138,0.012408889839202233
0,0.0224162,0.233155,5.07621,759,309.2890015,378741,8.639495932380477e-4
0,0.019919,0.230812,1.82533,760,348.6900024,380405,5.973274440826635e-4
0,0.0213627,0.22727,3.0775199,760,305.5379944,380145,7.168320703064094e-4
0,0.0966594,0.237844,19.1527004,791,329.743988,354584,2.2758748960243267e-10
0,0.0088589,0.217036,2.8624101,684,180,380683,0.9999977588235717
0,0.0113365,0.223093,2.1475899,684,0,377970,0.999992159676314
0,0.011974,0.22833,3.6817801,722,240.9450073,381205,0.9688580719948076
0,0.0052462,0.219697,3.39325,712,251.5650024,380385,0.9959983532403519
0,0.0032737,0.228127,2.95035,697,284.0360107,379032,0.9998561802592822
0,0.0037314,0.23072,4.3480902,699,279.4620056,378515,0.9997865976925543
0,0.0070666,0.235027,0.71616,706,270,380230,0.9985676487799611
0,0.0039663,0.216172,3.1996000000000002,723,243.4349976,381228,0.9466473857505209
0,0.0019589,0.229842,3.1996000000000002,705,153.4349976,381059,0.9995589995412718
0,0.0026789,0.23321,3.1996000000000002,713,153.4349976,381500,0.9970726903370307
0,0.0079021,0.222305,1.13226,723,198.4349976,381409,0.9283933058851856
0,0.0364092,0.227318,3.1996000000000002,714,243.4349976,380825,0.9959491085065242
0,0.0469136,0.215526,2.0871301,711,239.0359955,380813,0.9975817673603399
0,0.0457899,0.213837,4.3187199,708,204.4440002,381550,0.9995367114169373
0,0.0499164,0.224464,3.0775199,712,215.5379944,381417,0.9983145336861334
0,0.015692,0.231683,1.4321001,713,270,380426,0.9932856973489554
0,0.01003,0.222919,3.1996000000000002,711,206.5650024,381595,0.998283912057599
0,0.0328956,0.235593,2.7251401,696,293.1990051,378932,0.9999141516562884
0,0.0035396,0.218449,2.0248699,697,225,380582,0.9999036024138362
0,0.043347,0.209384,3.5763299,694,180,380734,0.999979654886864
0,0.0331007,0.223325,5.0511498,698,135,380443,0.9999549889801982
0,0.0299788,0.248517,2.0871301,735,120.9639969,381010,0.4738236568649417
0,0.0083212,0.256945,7.6838899,741,256.6080017,379515,0.23448519971921866
0,5.88e-5,0.252838,6.3793702,745,243.4349976,381218,0.12825310778531882
0,0.0055582,0.241845,2.5304899,749,188.1300049,382694,0.03600679842209581
0,0.0263795,0.219511,2.5304899,699,188.1300049,381097,0.9999092305970279
0,0.012851,0.237169,2.0248699,749,225,382132,0.025446883079931756
0,0.0050481,0.20058,11.6590004,766,234.8659973,379427,5.793861676275152e-4
0,0.0320384,0.230978,3.5404799,759,315,379703,9.813879019390725e-4
0,0.0209902,0.231198,2.0871301,760,329.0360107,380470,6.68333042957945e-4
0,0.0181877,0.243242,4.0446901,719,225,381552,0.9908070692788697
0,0.0275715,0.229861,6.7255301,761,302.0050049,377475,4.395127236547364e-4
0,0.0368855,0.23098,11.3957005,764,299.7449951,372175,6.361224673660986e-5
0,0.028212,0.243634,8.5599003,774,311.6340027,375207,8.895993821106473e-6
0,0.0764154,0.244277,15.9098997,781,322.125,362011,3.591964346639178e-8
0,0.14195,0.24401,15.7712002,788,335.1359863,361332,7.402255530907739e-9
0,0.0464024,0.229193,2.5304899,683,351.8699951,377547,0.9999950245135013
0,0.0463101,0.233267,1.60105,683,26.5650997,378340,0.999996178964947
0,0.0019856,0.227816,0.506415,682,45,378729,0.9999948125411489
0,0.0032259,0.220687,2.5304899,683,261.8699951,379166,0.9999961623132779
0,0.0049906,0.213474,2.8624101,684,180,380590,0.9999974953485404
0,0.0131778,0.211314,3.39325,684,198.4349976,380609,0.9999979297901508
0,0.0523791,0.20741,1.82533,685,168.6900024,380142,0.9999965636090102
0,0.034644,0.221446,2.95035,692,284.0360107,378954,0.9999690384382323
0,0.0249032,0.240256,1.4321001,698,90,379884,0.9998728030476789
0,0.0315254,0.229387,2.7251401,696,293.1990051,378587,0.9998926013907975
0,1.254e-4,0.24835,4.0760598,708,254.7449951,380092,0.9989187340226542
0,0.0022451,0.238036,3.5404799,715,225,381467,0.9954333643022285
0,0.0109011,0.225639,3.0775199,718,234.4620056,381314,0.9875274806297681
0,0.0583348,0.21382,2.5304899,718,261.8699951,380547,0.9857154844415723
0,0.0823168,0.210346,2.5304899,682,171.8699951,380252,0.9999990927924771
0,0,0.211833,3.6817801,722,209.0549927,381980,0.9714817893191912
0,0.0146665,0.118216,8.06497,732,221.423996,381380,0.7198798683110667
0,0.0027477,0.119737,4.3480902,732,170.5379944,382610,0.6239085625099946
0,8.095e-4,0.134811,2.1475899,731,180,382011,0.5216244645793984
0,0.0032597,0.130964,1.51893,731,135,381466,0.4236882809900417
0,4.944e-4,0.119861,3.0357201,727,135,381043,0.6918476519251148
0,0.0024141,0.123633,1.82533,728,191.3099976,381488,0.6184965896583547
0,0.0066447,0.13546,2.0871301,728,239.0359955,381002,0.6138555382094191
0,0.0169919,0.215956,4.1687398,733,300.9639893,378779,0.3680937758522718
0,0.0131834,0.238131,3.5404799,737,225,382084,0.47707262369688896
0,0.0249384,0.245332,3.0775199,738,215.5379944,382293,0.45120649022159554
0,0,0.253281,1.60105,749,206.5650024,382416,0.026811317591390636
0,9.048e-4,0.25364,3.0775199,749,215.5379944,382697,0.0431730085784828
0,0.0010443,0.253471,3.1996000000000002,750,206.5650024,382887,0.03741409217193604
0,0.0883477,0.208383,4.3187199,755,245.5559998,381592,0.011283420381120356
0,0.0399053,0.223637,2.5304899,758,278.1300049,381164,0.0019615334692221938
0,0.0308474,0.228868,1.51893,759,315,380820,9.596968153266977e-4
0,0.053731,0.231609,7.86096,770,275.1940002,378668,1.1831365701653664e-4
0,0.0401285,0.24012,5.5760102,774,309.8059998,378260,1.832157693640414e-5
0,0.0458084,0.241197,8.06497,775,311.4240112,375468,7.863175694483068e-6
0,0.0688519,0.239907,11.4912004,781,315,370728,5.412659874154286e-7
0,0.0036351,0.21584,3.5404799,684,45,377183,0.9999907329645543
0,0.0030725,0.218457,4.0760598,683,52.125,376877,0.9999929672921838
0,0.0038311,0.224885,2.5805399,682,33.6901016,377540,0.999994636567666
0,0.0029743,0.218265,1.60105,685,153.4349976,380150,0.9999947677589368
0,0.0029743,0.218265,1.60105,685,153.4349976,380150,0.9999947677589368
0,0.0263679,0.2143,3.39325,686,161.5650024,380609,0.9999970098867916
0,0.028344,0.211955,3.39325,685,198.4349976,380167,0.9999971699354603
0,0.0337871,0.176774,3.23927,688,263.6600037,379186,0.9999864845201054
0,0.0103835,0.24319,1.4321001,698,270,379963,0.9998548911184031
0,0.0103835,0.24319,1.4321001,698,270,379963,0.9998548911184031
0,0.0135805,0.242329,2.0871301,696,120.9639969,379958,0.9999319589564811
0,0.0103149,0.223895,3.1996000000000002,707,243.4349976,380699,0.9991167192458686
0,3.58e-5,0.233323,1.13226,706,18.4349003,379347,0.9980675652732353
0,0.0223509,0.23831,3.1996000000000002,715,153.4349976,381627,0.9962789437854458
0,0.0222033,0.221333,0.71616,717,180,380923,0.9815718639472893
0,0.0363402,0.214666,4.0760598,718,254.7449951,380361,0.9869466849604551
0,0,0.191331,9.2566795,727,212.470993,381110,0.9513732646720825
0,9.63e-5,0.136079,2.0871301,732,149.0359955,381805,0.4323466405927266
0,3.877e-4,0.12987,2.0248699,731,135,381454,0.44333067995670217
0,0.0014073,0.126933,4.0446901,730,135,381504,0.6305050666328835
0,0.0095126,0.136982,3.94906,729,264.8059998,380029,0.5617127809182878
0,0.0394827,0.23375,2.7251401,737,293.1990051,380214,0.28204679329011056
0,0.078032,0.238354,2.0871301,738,300.9639893,380420,0.2984955164455588
0,0.0294891,0.261371,6.0753298,744,273.3659973,379496,0.10499418610850168
0,0.003777,0.256607,3.5404799,748,315,379487,0.01582808711111922
0,0,0.255963,2.0248699,751,225,382431,0.01806132713364044
0,0.0134288,0.254421,1.82533,751,191.3099976,382563,0.02062520132647464
0,0.0213758,0.247077,4.0446901,752,225,382618,0.027536845438734015
0,0.0697552,0.218126,5.6437101,757,198.4349976,383090,0.016477643757654623
0,0.096491,0.210282,4.5761399,758,218.6600037,382761,0.010117396966664558
0,0.0304515,0.232183,10.5618,762,256.4299927,377213,8.093282265828042e-4
0,0.0153739,0.232958,6.5740099,771,257.4710083,380930,1.284772473854797e-4
0,0.04136,0.230225,5.4380102,774,293.1990051,379143,2.4427045241856897e-5
0,0.0097439,0.215586,2.2636399,684,18.4349003,377933,0.9999915255901148
0,0.0066642,0.216064,3.0775199,683,54.4622993,377674,0.9999937971326571
0,0.0025145,0.216859,3.5763299,686,216.8699951,380475,0.9999962086827628
0,0.0627945,0.179466,4.1687398,691,300.9639893,377547,0.9999627276392913
0,0.0365044,0.188934,5.15065,693,326.3099976,375857,0.9998734494909277
0,0.0109693,0.248963,1.60105,696,26.5650997,378965,0.9998880985413943
0,0.0137817,0.239692,3.0775199,698,144.4620056,380845,0.9999368825704886
0,0.0083232,0.222444,2.1475899,708,180,381363,0.9988796466176543
0,6.648e-4,0.220993,2.8624101,707,180,381437,0.9992383684295819
0,0.0328587,0.222535,2.7251401,707,156.8009949,381267,0.999388833223596
0,0.001337,0.237912,0.506415,706,135,380290,0.9985509777225178
0,0.0070024,0.245176,3.94906,715,264.8059998,380076,0.9930401226947381
0,0.0226529,0.235683,2.0248699,717,225,381326,0.9899973000672312
0,0.0142599,0.22086,1.4321001,717,180,381203,0.9851362915412718
0,0.0061339,0.212475,5.6437101,721,251.5650024,380169,0.9710631158499408
0,0,0.210122,8.18785,727,235.6199951,380256,0.9239349426692611
0,1.147e-4,0.163155,7.12502,732,216.8699951,381900,0.7721259289841631
0,0,0.126631,2.0248699,732,135,381492,0.3751425631938877
0,0.0011071,0.116242,3.1996000000000002,729,153.4349976,381707,0.6410749083279251
0,0.0125765,0.171296,3.23927,731,263.6600037,380468,0.5206097696339024
0,0.0979163,0.244113,2.5304899,736,315,379622,0.41772056015353304
0,0.0372855,0.235013,2.2636399,737,108.4349976,380977,0.3410324220637301
0,0.035696,0.233916,7.4857101,741,272.7260132,378266,0.149003507441248
0,0,0.260518,3.94906,750,275.1940002,380817,0.0187570584793624
0,0,0.258986,1.82533,751,258.6900024,381833,0.01346480899034311
0,0.0081015,0.258233,1.60105,751,206.5650024,382349,0.017440358636594325
0,0.0188515,0.249002,8.1112804,756,232.125,381528,0.01570853997066085
0,0.106102,0.19853,2.8624101,759,180,382502,0.0045640213740535136
0,0.0020121,0.222951,4.5761399,686,218.6600037,380489,0.999997189414801
0,0.0010321,0.221447,2.95035,687,194.0359955,380791,0.9999951687354732
0,0.0020141,0.221126,3.1996000000000002,687,243.4349976,379867,0.9999930683904369
0,0.0067164,0.209804,3.39325,689,198.4349976,380915,0.9999926268639464
0,0.0018979,0.212519,4.3480902,689,170.5379944,381047,0.999994416258314
0,0.0035792,0.214632,4.3480902,688,170.5379944,380805,0.9999953986001984
0,0.0840735,0.164169,2.5805399,690,326.3099976,377926,0.9999664901512758
0,0.0404464,0.210929,3.6817801,695,330.9450073,377244,0.9998693195999776
0,0.0187873,0.224872,2.7251401,702,293.1990051,379072,0.9994972087170335
0,8.152e-4,0.235954,3.5404799,707,135,380856,0.9992803555497181
0,8.539e-4,0.239873,2.0871301,706,149.0359955,380777,0.9992125609392687
0,1.903e-4,0.254764,3.39325,712,251.5650024,380525,0.9971323504959597
0,0.002806,0.250477,4.2891502,713,270,379545,0.9952507648139621
0,0.045405,0.239176,1.82533,717,191.3099976,381491,0.9924620993710984
0,0.0016334,0.244236,1.13226,718,251.5650024,380844,0.9773584821388414
0,0.0139141,0.219277,6.0753298,720,229.7640076,381002,0.987870509244038
0,8.4e-5,0.197247,3.8510301,724,248.1990051,380924,0.9183862433511325
0,9.236e-4,0.170105,5.07621,733,230.7109985,381818,0.619381562988622
0,0.0039337,0.124623,4.7666001,732,167.0050049,382314,0.6300812906319814
0,0.0231578,0.209835,1.51893,732,225,381330,0.5618735567587676
0,0.0371867,0.255884,2.5805399,736,303.6900024,379784,0.32773666237603893
0,0.0145048,0.22797,1.01275,738,135,381477,0.21485806060372697
0,0.0590997,0.21521,6.8552599,741,261.0270081,379569,0.2216217340683024
0,0.044066,0.246348,5.36764,744,266.1860046,380301,0.12451439544177985
0,0.0436906,0.266704,4.65874,748,274.3989868,380356,0.048192778640832726
0,0.0269773,0.264208,4.0760598,750,285.2550049,380309,0.020545131178840326
0,0.0447952,0.260703,0.71616,752,270,381668,0.011406588174503506
0,0,0.257979,6.5548201,756,247.6199951,381313,0.008879306367188762
0,0.0383705,0.250285,6.0753298,760,229.7640076,382526,0.006357870662577998
0,0.0437375,0.189619,7.4857101,761,182.7259979,383059,0.005349017517853048
0,0.0246227,0.23093,5.5760102,770,309.8059998,378387,4.458351322196748e-5
0,0.0179753,0.232242,4.65874,771,327.5289917,378538,2.762636361781549e-5
0,0.058028,0.232161,6.5548201,774,292.3800049,378565,2.9552672338210355e-5
0,0.0035509,0.237239,4.5761399,684,218.6600037,380378,0.9999985002752371
0,7.971e-4,0.223719,4.0446901,687,225,380373,0.9999955757502017
0,4.817e-4,0.220311,3.5404799,687,135,380169,0.9999944849923521
0,0.003222,0.21736,2.5304899,688,261.8699951,379516,0.9999871913080399
0,0.0020551,0.213789,3.1996000000000002,689,243.4349976,380003,0.9999881252011591
0,0.003143,0.212771,3.0775199,690,215.5379944,380677,0.999988301319698
0,0.0288769,0.214861,4.3480902,690,170.5379944,381064,0.9999945333197702
0,0.0294264,0.217511,3.64697,689,168.6900024,380704,0.999994339313932
0,0.0595504,0.18482,0.506415,689,315,378983,0.9999723456799752
0,0.0479173,0.199717,1.51893,694,315,378878,0.9999162818507668
0,0.0149049,0.232871,1.13226,709,161.5650024,380963,0.9981024274980482
0,0.002008,0.234753,3.1996000000000002,708,116.5650024,380435,0.9987766200726581
0,8.11e-5,0.239395,2.0248699,707,135,380725,0.9989244273567355
0,1.882e-4,0.243245,3.64697,709,258.6900024,380142,0.9983953092312684
0,0.0285703,0.232478,0,707,-1,380339,0.9983751871948561
0,9.794e-4,0.236227,2.5304899,718,225,381384,0.9862739094717409
0,0.0011503,0.232153,3.1996000000000002,719,206.5650024,381851,0.9872529518457365
0,0.0393875,0.219793,4.3480902,720,189.4620056,382187,0.9915999855765422
0,0.0031677,0.19817,4.0446901,724,225,381698,0.9457614200838228
0,0.0015006,0.213245,6.1579199,726,259.9920044,379591,0.8817004711877341
0,2.4e-5,0.207329,8.18785,729,267.5100098,377901,0.7062119137611377
0,1.09e-4,0.172184,5.90657,734,244.9830017,380952,0.5105270403460244
0,0.0380765,0.253827,1.13226,712,198.4349976,381133,0.997386954622257
0,6.672e-4,0.126347,5.7547402,737,172.875,382837,0.4152415508785527
0,1.123e-4,0.152639,7.6838899,735,166.6069946,382308,0.6590124841237496
0,4.719e-4,0.128457,7.86096,735,174.8059998,382417,0.6296560970400727
0,0.0041349,0.196265,1.82533,732,168.6900024,381613,0.5400723949071022
0,0.0656283,0.210599,6.5548201,742,247.6199951,380708,0.2569490349881052
0,0.0154782,0.252359,2.5805399,745,236.3099976,382017,0.0881534512456442
0,0.0411945,0.259721,2.5805399,746,236.3099976,382047,0.09315970743458135
0,0.0364477,0.264943,3.39325,747,251.5650024,381664,0.07459552345970498
0,0.018724,0.26675,3.5763299,749,306.8699951,379651,0.0166922110472136
0,0.0228035,0.260354,3.5763299,752,306.8699951,379767,0.007827745586174073
0,0.0150597,0.258022,6.3197699,753,286.3900146,378664,0.006532120488813059
0,0.0293419,0.197057,9.6362696,765,186.3399963,382665,0.0024348514585672974
0,0.118516,0.190127,5.07621,765,219.2890015,382605,0.0017115712116236319
0,0.0098249,0.226552,1.4321001,683,180,380072,0.9999970991521592
0,3.375e-4,0.227368,4.0446901,686,225,380341,0.9999966591293642
0,7.061e-4,0.22672,4.0446901,687,225,380375,0.999995695440006
0,0.0019267,0.213253,4.0760598,689,254.7449951,379335,0.999986938212581
0,0.0039082,0.217471,3.8510301,691,158.1990051,380901,0.9999893016866797
0,0.0045785,0.216597,2.95035,690,165.9640045,380639,0.9999884859450417
0,0.0429221,0.199908,2.5304899,691,261.8699951,379388,0.9999758298196586
0,0.0420178,0.192976,3.0357201,693,315,377962,0.9999247864191528
0,0.0332523,0.18272,2.5304899,694,278.1300049,379179,0.9999239208827742
0,0.0607053,0.196488,3.1996000000000002,698,296.5650024,378659,0.999838661208855
0,0.0464366,0.209796,1.60105,708,296.5650024,379814,0.9979382639416919
0,0.0384874,0.213875,1.01275,709,315,379972,0.9969789553777637
0,7.43e-5,0.240885,2.0248699,707,225,380750,0.9989215556048837
0,8.73e-5,0.24919,1.4321001,718,180,381384,0.9841938181806353
0,1.555e-4,0.198833,3.1996000000000002,725,206.5650024,382007,0.9247028285944975
0,0.0026594,0.20025,7.86096,729,264.8059998,378346,0.7227180768301973
0,3.472e-4,0.140866,5.8851299,739,194.0359955,382926,0.33618793327211194
0,8.921e-4,0.124783,7.2126002,736,159.7749939,382243,0.5010812827718929
0,2.218e-4,0.130966,7.9558001,735,169.6950073,382282,0.6260967502119282
0,0.0048619,0.199847,5.07621,733,140.7109985,381610,0.6749515723575703
0,0.0154236,0.231081,1.82533,732,101.3099976,380522,0.5298665979982611
0,0.0042365,0.227343,4.5202298,735,288.4349976,378954,0.284195169310209
0,0.0063294,0.142783,4.3187199,740,245.5559998,381443,0.126681921598402
0,0.080914,0.235697,4.7666001,745,257.0050049,381090,0.14786979875560646
0,0.0745751,0.247061,2.5805399,746,236.3099976,382096,0.11409556930134794
0,0.0045418,0.254428,4.0760598,715,164.7449951,381707,0.9970167180984493
0,0.0042318,0.259961,2.7251401,747,246.8009949,381837,0.049465627862970166
0,0.0325817,0.261687,3.0775199,750,324.4620056,379517,0.011634451548009963
0,0.0458844,0.254402,6.8552599,752,278.9729919,378655,0.012521580755251657
0,0.0577017,0.251102,9.5848703,756,272.1210022,377207,0.004811852505427245
0,0.0536629,0.245927,7.4857101,759,267.2739868,379499,0.0033331881684485207
0,0.0129514,0.235445,8.9016104,765,241.3899994,380864,0.0010883794012180197
0,0.103422,0.208784,1.82533,767,191.3099976,382341,4.2023069607883385e-4
0,0.0572467,0.232051,1.4321001,684,180,380241,0.999997880428681
0,6.609e-4,0.226122,4.0446901,688,225,380424,0.9999944714705243
0,0.0014242,0.2281,4.0446901,689,225,380467,0.9999930995827147
0,0.00365,0.213112,4.5202298,690,251.5650024,379477,0.99998586817548
0,0.0034107,0.211706,1.82533,692,168.6900024,380631,0.9999726281844924
0,0.0012678,0.212263,1.4321001,692,180,380504,0.9999675193770069
0,7.38e-5,0.216916,2.7251401,691,156.8009949,380595,0.9999831958573324
0,0.0407529,0.208519,2.8624101,691,180,380782,0.9999889905516702
0,0.0369152,0.20559,2.0871301,692,300.9639893,378720,0.9999518117056534
0,0.0345654,0.171987,3.8510301,695,291.8009949,378208,0.9998783852923443
0,0.0010606,0.237191,4.0760598,709,232.125,380948,0.9989509263018793
0,0.0012128,0.241251,4.5761399,713,231.3399963,381109,0.9975905582297337
0,2.111e-4,0.242352,4.0446901,714,225,381389,0.9968530297194548
0,1.17e-5,0.243782,4.0446901,715,225,381437,0.9960280160556743
0,0,0.245274,3.5404799,716,225,381473,0.9943217371561157
0,7.857e-4,0.245975,3.1996000000000002,718,243.4349976,381085,0.9876910184736273
0,0.0199684,0.247635,2.5304899,719,188.1300049,381872,0.9892685438486072
0,0.0239976,0.243539,3.5763299,722,233.1300049,381480,0.9779318746429425
0,0.0010922,0.220005,4.5202298,723,198.4349976,382292,0.97571692081625
0,0.030535,0.219253,4.2891502,723,180,382336,0.9808805615919679
