status,Shrub_Cov,NDVI,Slope,Elev,Aspect,Solar,value
0,0.0603316,0.229716,3.0357201,712,315,378726,0.9949768954067063
0,0.0364822,0.22144,4.5761399,703,218.6600037,380815,0.9998363998839213
0,0.0168917,0.233322,2.5304899,707,225,381083,0.9992500959948487
0,0.0214058,0.240631,2.5805399,707,236.3099976,380794,0.9992422159131784
0,0.0870475,0.226821,3.0775199,713,305.5379944,379021,0.9954893424448037
0,5.54e-5,0.253731,2.5304899,714,225,381259,0.9956567188357631
0,0.0013502,0.248191,2.5304899,714,135,381012,0.9950998646288299
0,0.0809839,0.230592,2.95035,713,255.9640045,380066,0.9970540596021217
0,0.0778776,0.206335,1.60105,681,153.4349976,379723,0.99999881228054
0,0.0358798,0.231708,3.1996000000000002,698,296.5650024,378628,0.9998495568420227
0,0.067203,0.197197,1.4321001,681,270,378926,0.9999977956465361
0,0.049766,0.193318,3.39325,682,288.4349976,377918,0.9999965477688512
0,0.0312125,0.204698,2.95035,689,194.0359955,380782,0.999992790110327
0,0.0577074,0.227487,2.8624101,719,270,380340,0.9832480104152569
0,0.10932,0.223342,4.65874,693,355.6010132,375765,0.9999454875923776
0,0.0388084,0.226931,3.5763299,693,323.1300049,377106,0.9999266840398341
0,0.0573243,0.222597,3.23927,697,276.3399963,379153,0.9999205808434877
0,0.0178576,0.225731,4.65874,700,274.3989868,378706,0.9997835590555276
0,0.0117406,0.233024,2.8624101,703,0,377835,0.9989984531961199
0,0.0282232,0.230068,0.506415,704,315,379957,0.9991335777475056
0,0.0090462,0.247816,3.8510301,738,158.1990051,382436,0.485962159380671
0,0.0131372,0.25265,1.60105,712,333.4349976,379592,0.9938124516664396
0,0.0099462,0.254787,1.13226,711,71.5650024,379993,0.9958449255250322
0,0,0.253621,3.23927,712,263.6600037,380140,0.9964099457051633
0,4.663e-4,0.244301,2.8624101,716,180,381829,0.994342688671387
0,0.0181877,0.243242,4.0446901,719,225,381552,0.9908070692788697
0,0.0215508,0.24405,3.5763299,720,233.1300049,381402,0.986213448013849
0,0.0522686,0.225607,2.8624101,723,270,380536,0.9537197984449661
0,0.0460556,0.212399,2.5805399,682,146.3099976,379956,0.9999985899738904
0,0.0823168,0.210346,2.5304899,682,171.8699951,380252,0.9999990927924771
0,0.0661605,0.205216,2.2636399,682,288.4349976,378481,0.9999972925439898
0,0.0226575,0.212439,2.0248699,690,225,380358,0.9999854639810881
0,0.0155786,0.210742,2.7251401,688,156.8009949,380307,0.999992158496518
0,0.0294632,0.205805,3.1996000000000002,688,206.5650024,380393,0.9999937474522518
0,0.0493967,0.23116,2.5304899,692,351.8699951,377773,0.9999528604078133
0,0.0617224,0.215089,1.4321001,725,270,380949,0.910919534200551
0,0.001624,0.232871,3.94906,700,264.8059998,379451,0.9997988380938653
0,0.0187873,0.224872,2.7251401,702,293.1990051,379072,0.9994972087170335
0,0.0289655,0.230833,1.51893,704,315,379488,0.9991761007329952
0,0.0532294,0.22552,2.8624101,705,270,379870,0.9994630036380502
0,0.0144397,0.230851,4.7666001,705,282.9949951,378473,0.9991247810581809
0,0.0285703,0.232478,0,707,-1,380339,0.9983751871948561
0,0.0380765,0.253827,1.13226,712,198.4349976,381133,0.997386954622257
0,0.0089793,0.261809,1.13226,711,161.5650024,380819,0.997201579649719
0,0,0.254219,4.65874,714,237.529007,380874,0.9969196946016118
0,1.339e-4,0.251829,4.0760598,715,217.875,381590,0.9965889812696817
0,0.0160885,0.245797,3.5763299,717,180,382004,0.9951202995033593
0,0.0045418,0.254428,4.0760598,715,164.7449951,381707,0.9970167180984493
0,0.0281851,0.239289,3.23927,723,276.3399963,380201,0.9458200785330958
0,0.0489656,0.226309,1.51893,725,315,380284,0.8823992599200307
0,0.0239976,0.243539,3.5763299,722,233.1300049,381480,0.9779318746429425
0,0.0079556,0.23985,1.82533,720,168.6900024,381253,0.9741533704988521
0,0.0846825,0.211065,1.13226,681,251.5650024,378838,0.9999981726286942
0,0.0039388,0.244775,1.82533,734,191.3099976,382162,0.5763238525541109
0,0.0355969,0.230404,2.5304899,710,351.8699951,378564,0.995432423637189
0,0.0089653,0.214021,1.4321001,689,180,380246,0.9999850095766059
0,0.0130617,0.207911,2.5805399,689,213.6900024,380397,0.9999891100004906
0,0.0126347,0.206384,2.0248699,690,225,380278,0.9999824739142292
0,0.0360528,0.227331,1.4321001,691,270,379337,0.9999730897249114
0,0.0283923,0.222169,2.5805399,692,213.6900024,380228,0.9999802122391209
0,0.0261132,0.220485,3.0775199,693,234.4620056,380049,0.9999741022445221
0,0.0238562,0.237222,2.7251401,700,293.1990051,379069,0.9997483788110495
0,0.0374944,0.221343,4.0446901,702,315,377592,0.999385553986085
0,0.0047998,0.222717,2.0248699,703,315,379135,0.9991126388383159
0,0.0164621,0.226675,0.506415,703,315,379901,0.9992140594173338
0,0.0050142,0.23075,1.60105,703,296.5650024,379529,0.9992393349446022
0,0.034395,0.232093,2.5304899,704,278.1300049,379692,0.9994539181068249
0,0.0369015,0.232473,4.9751902,708,291.0379944,377912,0.9981092231718663
0,0.0115687,0.242693,2.5304899,711,315,379155,0.9949097282319745
0,0.0626642,0.237067,3.1996000000000002,710,243.4349976,380503,0.9988495026891718
0,4.527e-4,0.262524,4.3480902,712,189.4620056,381876,0.998864255603538
0,3.67e-5,0.263936,5.1996698,712,195.9450073,381747,0.9990282209927555
0,0,0.253716,5.2723298,717,208.3009949,381826,0.9961646689807809
0,0.0135766,0.249503,5.0006399,718,180,382170,0.9958536481110952
0,0,0.24804,5.1996698,717,164.0549927,381863,0.9960108495823657
0,0.0017054,0.257971,2.5805399,734,213.6900024,382240,0.6498204488985982
0,0.0248932,0.237627,1.4321001,707,0,379003,0.9979398224318593
0,0.054074,0.237294,2.5805399,708,326.3099976,378690,0.9980400456164225
0,0.006114,0.231276,5.7105899,721,180,382045,0.9896587060496164
0,0.0014927,0.250303,1.13226,711,161.5650024,380968,0.9968765869842121
0,0.0223472,0.231659,4.7666001,723,192.9949951,382188,0.9823365636758823
0,0.0059975,0.232291,5.8851299,724,194.0359955,382245,0.980122825602412
0,0.0877394,0.200916,1.82533,683,281.3099976,378640,0.9999969104872541
0,0.0253914,0.20593,1.60105,690,243.4349976,379989,0.9999802467916923
0,0.0088736,0.214915,2.5304899,691,188.1300049,380682,0.9999839851720486
0,0.0563156,0.21651,2.0871301,691,210.9640045,380314,0.9999867560352877
0,0.0582521,0.237028,3.5404799,710,225,381077,0.9991493931064361
0,0.0433886,0.223688,3.5763299,693,216.8699951,380636,0.9999855514644258
0,0.0329935,0.219351,5.07621,695,219.2890015,380561,0.9999796656990374
0,0.0168968,0.22451,4.3187199,697,245.5559998,379829,0.9999352224979229
0,0.0131596,0.230941,2.8624101,699,270,379631,0.9998309801117726
0,0.0655955,0.220457,4.3187199,701,294.4440002,378022,0.9997216973853377
0,0.0475394,0.244441,4.5761399,711,231.3399963,380897,0.9990294181293181
0,0.0661088,0.223038,2.0871301,708,59.0362015,379410,0.9985007255222594
0,0.0238614,0.238563,2.5805399,710,303.6900024,379138,0.9964229105169531
0,2.008e-4,0.243607,2.0248699,711,315,379398,0.9942943809133876
0,0.0138784,0.239097,0.71616,711,0,379931,0.9948657638307837
0,0.0159773,0.241557,3.5404799,712,225,381320,0.9981322867052074
0,4.088e-4,0.257909,4.79318,714,206.5650024,381833,0.9981448331331354
0,0,0.243755,5.5760102,718,219.8059998,381568,0.9942761959933716
0,0,0.250818,4.5202298,719,161.5650024,381931,0.9924542297346678
0,0.0452718,0.237733,5.0511498,718,188.1300049,382101,0.9965173939640071
0,0.0084673,0.248684,3.1996000000000002,713,243.4349976,380832,0.9966703884609315
0,8.186e-4,0.251285,3.1996000000000002,721,243.4349976,381085,0.974296362162966
0,0.0346315,0.246254,2.7251401,725,293.1990051,379993,0.9028807580628438
0,0.008455,0.232897,2.95035,735,255.9640045,381393,0.4715526883824533
0,0.0236654,0.227566,4.65874,725,175.6009979,382459,0.9723851667658437
0,0.0102009,0.225447,7.12502,724,180,382227,0.9848307188013462
0,0.0121694,0.242538,6.0960798,729,200.5559998,382393,0.9445340547591692
0,0.0205928,0.248197,5.6437101,729,198.4349976,382434,0.9466679115477289
0,0.0618592,0.215766,0.71616,706,90,379740,0.9988090413561582
0,0.0083642,0.211829,1.82533,686,191.3099976,380405,0.9999941213778377
0,0.0060239,0.213185,1.01275,685,135,379766,0.9999927508529893
0,0.0722765,0.194073,4.0760598,685,285.2550049,377694,0.9999942536374031
0,0.0737683,0.197146,5.15065,688,326.3099976,375635,0.9999760320519998
0,0.0981275,0.19002,0.71616,689,0,379152,0.9999854085255365
0,0.0321902,0.222189,5.5532498,697,225,380520,0.9999690985166768
0,0.0185348,0.230994,1.60105,699,243.4349976,380311,0.9998404491377312
0,0.0358103,0.23639,0,699,-1,379945,0.99979241457757
0,0.0223301,0.223474,2.7251401,734,293.1990051,380272,0.40907143290421616
0,0.109972,0.223718,2.0871301,702,300.9639893,379057,0.9997500100906216
0,0.0386097,0.242131,2.95035,710,255.9640045,380436,0.9984806122693801
0,0.0402824,0.230332,1.60105,707,153.4349976,380732,0.9991165505645704
0,0.0462659,0.232649,4.0760598,714,232.125,381187,0.99759052352717
0,0,0.248303,3.1996000000000002,720,243.4349976,381180,0.9803286059288139
0,3.425e-4,0.243985,1.4321001,721,180,381602,0.9672326052895017
0,0.0019686,0.261494,2.0871301,720,149.0359955,381539,0.9814225229411181
0,0.0542286,0.230976,5.07621,721,219.2890015,381621,0.9906585511819732
0,0.0079963,0.246786,4.5202298,726,198.4349976,382348,0.9619606591082794
0,0.0265698,0.25743,1.51893,723,315,380055,0.9251966581431932
0,0.0223373,0.23651,5.6437101,727,198.4349976,382371,0.9641102211135062
0,0.0196572,0.240745,3.23927,729,263.6600037,380813,0.8132388487468084
0,0.0141015,0.236652,3.94906,738,264.8059998,380901,0.3090971336640474
0,0.0087416,0.218074,0.71616,685,180,379803,0.9999927617233492
0,0.0141257,0.242569,1.13226,708,341.5650024,379655,0.9974605918069683
0,0.0621371,0.244885,1.13226,707,198.4349976,380597,0.9992428443803272
0,0.110682,0.191715,3.39325,688,288.4349976,378282,0.9999917935271464
0,0.0635206,0.248625,3.0357201,708,225,381087,0.9995191537004484
0,0.0899633,0.205473,2.0871301,691,239.0359955,380073,0.9999880797900943
0,0.0235499,0.21811,2.2636399,693,251.5650024,379893,0.9999643782502231
0,0.041803,0.214381,4.3187199,696,245.5559998,379903,0.9999585060088321
0,0.0198814,0.235212,1.4321001,699,180,380660,0.9998674815095767
0,0.006995,0.245607,2.95035,699,255.9640045,379713,0.9998526372455632
0,0.0178539,0.243834,1.51893,703,225,380577,0.9996268842414238
0,0.0478932,0.24036,2.7251401,704,246.8009949,380410,0.9996949384803141
0,0.0108821,0.241936,3.5763299,712,270,379883,0.9962736819067998
0,0.0611184,0.240123,1.82533,711,258.6900024,380521,0.9979398828409729
0,0.0411645,0.225649,3.23927,715,263.6600037,380362,0.9937280315642825
0,0.0313706,0.234677,2.7251401,717,293.1990051,379740,0.9838515977815767
0,0,0.241494,3.23927,719,276.3399963,380075,0.9738795155250723
0,0.0014852,0.245597,1.60105,721,296.5650024,380363,0.9459608486792583
0,0.0227303,0.240437,3.64697,713,281.3099976,379474,0.9947958686769801
0,0.0111594,0.243749,4.2891502,716,270,379646,0.990146021368003
0,0.0250662,0.261597,1.13226,723,341.5650024,380154,0.9228029915518733
0,0.0362724,0.258095,3.5763299,723,270,380012,0.9572320790408689
0,0.0160489,0.261078,4.9751902,726,248.9620056,380693,0.9423208882348026
0,0.0574069,0.232554,2.2636399,724,251.5650024,381130,0.9524720083152617
0,0.0296428,0.236144,2.5304899,726,261.8699951,380945,0.9012349795804475
0,0.0843721,0.22369,1.60105,706,296.5650024,379685,0.9992136263210497
0,0.0605698,0.212506,2.5304899,691,351.8699951,377763,0.9999613464096269
0,0.0187266,0.231686,2.5805399,706,303.6900024,378985,0.9985200545599784
0,0.0334293,0.240227,4.3187199,730,204.4440002,382457,0.91269886299458
0,0.0062616,0.252353,4.5761399,731,218.6600037,382132,0.8634432611209785
0,0.0155597,0.248665,2.7251401,732,156.8009949,382169,0.7719218150359207
0,0.0541904,0.230806,1.82533,731,168.6900024,381697,0.7789181336637906
0,0.0068148,0.220918,1.13226,685,108.4349976,379430,0.9999924936063397
0,1.575e-4,0.2241,4.0760598,686,195.2550049,380745,0.9999971691636431
0,0.0391166,0.210318,3.5763299,686,180,380619,0.999997372001975
0,0.067602400000000007,0.195182,3.1996000000000002,688,243.4349976,379790,0.9999936697723009
0,0.071055,0.211635,3.6817801,691,240.9450073,380003,0.9999905337569713
0,0.0854628,0.203664,3.1996000000000002,692,206.5650024,380728,0.9999906874956844
0,0.0188853,0.214649,4.65874,695,237.529007,380136,0.9999673037405508
0,0.0444146,0.208906,3.5763299,696,216.8699951,380851,0.9999669374660883
0,0.0043488,0.246514,2.95035,699,194.0359955,380906,0.9999136851665276
0,0.0544766,0.247377,1.82533,709,258.6900024,380446,0.998751459489359
0,0.0254005,0.252089,2.7251401,704,203.1990051,381255,0.9997700079861335
0,0.0356203,0.23428,4.0760598,706,232.125,380852,0.9996364220289662
0,0.0435662,0.231153,3.0775199,707,215.5379944,381250,0.9995198372334534
0,0.0349535,0.245309,3.1996000000000002,709,243.4349976,380718,0.9990312627022233
0,0.026242,0.242109,4.2891502,716,270,379652,0.9913557026911539
0,0.0257513,0.270649,1.13226,722,108.4349976,380553,0.9563026346784284
0,0.0221318,0.262593,4.2891502,723,270,379757,0.9557651572342952
0,0.009693,0.259302,2.7251401,722,246.8009949,381152,0.968954261815943
0,0,0.262402,2.95035,729,255.9640045,381142,0.8263333847375767
0,0.0511414,0.244429,2.2636399,724,198.4349976,381914,0.9680994456864463
0,0.0951063,0.242944,2.5805399,725,213.6900024,381752,0.9721855557892594
0,0.0201817,0.2537,1.82533,727,258.6900024,381075,0.8701485924238541
0,0.0262626,0.25628,2.7251401,728,246.8009949,381363,0.8878210299490804
0,0.0303706,0.253288,1.82533,731,191.3099976,382054,0.8004559488355403
0,0.0381977,0.22471,0.506415,683,225,379590,0.999996460749178
0,0.0013004,0.23034,4.0760598,686,254.7449951,379073,0.9999943140386663
0,0.0987363,0.224885,2.1475899,706,270,379997,0.9994876843762466
0,0.002206,0.223728,0.506415,685,225,379460,0.9999908999151801
0,0.00381,0.226491,3.8510301,688,201.8009949,380877,0.9999954555930921
0,0.0242389,0.218849,4.3480902,688,170.5379944,380941,0.9999965816672769
0,0.0461902,0.211505,3.1996000000000002,689,206.5650024,380603,0.9999939919830466
0,0.0679938,0.218192,2.7251401,694,203.1990051,380902,0.99998297002684
0,0.022383,0.209983,4.3187199,696,245.5559998,379987,0.9999498909498689
0,0.0134319,0.232454,1.60105,709,296.5650024,379866,0.9970700886295316
0,0.020509199999999998,0.239085,3.0775199,711,305.5379944,378781,0.9950163293663981
0,0.02081,0.237911,3.5763299,712,306.8699951,378405,0.9931401133696713
0,0.0185781,0.244577,3.8510301,719,291.8009949,379106,0.9716806383792532
0,6.332e-4,0.24112,2.0248699,711,225,381096,0.9973440087638882
0,0.0041468,0.259666,3.23927,722,276.3399963,380149,0.9551499575299285
0,0.0096643,0.244594,3.8510301,702,201.8009949,381387,0.999879456584107
0,0.0052018,0.261123,2.5304899,722,188.1300049,381427,0.9709101937941277
0,0,0.247636,4.3187199,728,294.4440002,378997,0.7413902844429383
0,0.0191059,0.21252,2.5805399,683,146.3099976,380036,0.9999977039755222
0,0.0637026,0.245074,4.1687398,726,210.9640045,382149,0.972622579311737
0,0,0.245809,4.3480902,729,260.5379944,380545,0.8145061095134389
0,0.0437399,0.235656,3.1996000000000002,727,206.5650024,382165,0.9426717716067651
0,0.0432467,0.23563,1.82533,728,191.3099976,381979,0.8924961710316396
0,0.0497406,0.237243,2.0871301,727,149.0359955,381677,0.9169154096844816
0,0.0376513,0.240493,2.1475899,727,180,381962,0.9203896828730438
0,0.019469,0.244014,2.5304899,727,225,381672,0.9051069707812326
0,0,0.24359,4.65874,731,237.529007,381543,0.8108066580051715
0,0.0120501,0.247424,2.7251401,731,246.8009949,381492,0.7522301857083282
0,0,0.249926,2.5805399,734,213.6900024,382222,0.6272422875521573
0,0,0.245163,3.94906,734,185.1940002,382671,0.7346960318946957
0,0.0230445,0.233755,4.3480902,734,189.4620056,382572,0.7661196717864048
0,0.0094968,0.230664,1.51893,737,315,380476,0.19275170206470352
0,0.0035881,0.217415,2.8624101,685,270,379117,0.9999936557211978
0,0.0023292,0.213202,2.0871301,687,30.9638004,378355,0.9999820663656149
0,0.0013628,0.216268,2.5304899,685,8.1301003,377482,0.9999863874887163
0,0.0035836,0.225608,4.79318,687,243.4349976,379582,0.9999949442762708
0,0.0046393,0.247149,1.4321001,733,180,381834,0.589936093324619
0,0.0300591,0.197825,1.4321001,733,180,381795,0.5347902004750401
0,0.0201767,0.217815,4.0446901,692,225,380520,0.9999862516397016
0,0.0315659,0.204602,2.95035,696,255.9640045,379905,0.9999300727591227
0,0.0329418,0.218967,1.60105,698,296.5650024,379471,0.9998241761183585
0,0.0148175,0.215664,2.0248699,733,225,381595,0.549126250717443
0,0.0224832,0.226241,4.5202298,734,251.5650024,380875,0.5931517935218451
0,0.023948,0.228973,5.8851299,736,255.9640045,380289,0.4879264812430565
0,0.0796571,0.237088,3.39325,682,288.4349976,378218,0.9999984797109167
0,0.024357,0.231444,1.13226,683,251.5650024,379529,0.9999966182879831
0,0.0354309,0.220786,1.51893,708,315,379493,0.997547154507297
0,0.0014234,0.247241,2.0248699,711,225,381110,0.9975224369819673
0,0.0408186,0.227298,2.8624101,720,270,380408,0.9752281046794644
0,0.0130265,0.23514,2.0871301,721,239.0359955,381283,0.9684548997956987
0,0.0590737,0.235712,2.95035,712,255.9640045,380335,0.9976423012129313
0,6.212e-4,0.253901,5.2723298,725,241.6990051,380988,0.9548938139957865
0,0.01802,0.244322,3.1996000000000002,727,206.5650024,382166,0.9329623597532414
0,0.030345,0.253327,5.7547402,719,299.7449951,377154,0.9649596973461572
0,0.0205179,0.238849,2.1475899,728,180,382057,0.885411803196913
0,0.0287728,0.239139,2.8624101,728,180,382251,0.9158096078304703
0,0.0061948,0.246437,0,731,-1,381130,0.5737759963588063
0,4.941e-4,0.235309,6.7814498,730,273.0130005,378599,0.6983723147339501
0,0.0145117,0.230443,1.13226,736,288.4349976,380851,0.26150348130985146
0,0.0102508,0.236877,1.13226,737,341.5650024,380471,0.18656496324033942
0,0.0049629,0.223752,2.5805399,684,326.3099976,377949,0.9999916867392633
0,0.0013287,0.22096,5.0511498,688,261.8699951,378739,0.999990315388321
0,0.0043781,0.222449,1.4321001,689,270,379643,0.9999804832885217
0,0.0078115,0.223716,1.60105,690,153.4349976,380403,0.9999839307192829
0,0.0140858,0.22263,1.60105,690,206.5650024,380430,0.9999846545685747
0,0.0034637,0.221891,3.5763299,691,233.1300049,380300,0.9999852375360564
0,0.0032204,0.228276,3.5404799,694,225,380623,0.9999729756649505
0,0.0127308,0.232189,2.5805399,695,213.6900024,380807,0.9999639979141424
0,0.0172309,0.233327,2.1475899,695,180,380854,0.9999632567413381
0,0.0344619,0.223699,2.5805399,697,326.3099976,378300,0.999829283672681
0,0.0307668,0.253482,1.13226,712,341.5650024,379851,0.9948054519545215
0,0.0538552,0.219512,3.94906,720,264.8059998,380201,0.980153877032432
0,0.0120934,0.239202,3.23927,724,186.3399963,382233,0.96688435413692575
0,0,0.250235,4.5202298,726,251.5650024,380832,0.9235464672278453
0,0.034624,0.24681,0.71616,718,270,380480,0.9788613309961125
0,0.0051693,0.243191,4.3187199,729,204.4440002,382325,0.9097542912354266
0,0.0027537,0.24652,2.5304899,731,261.8699951,380780,0.6554681679653909
0,0.0046408,0.246606,4.65874,733,274.3989868,379902,0.5622080557413905
0,0.0163239,0.248055,1.4321001,736,270,381290,0.3577001216683448
0,0.0136987,0.229729,2.2636399,737,198.4349976,382380,0.4174489469247231
0,0.002241,0.236607,0.506415,736,135,381280,0.26639338693484127
0,0.0044567,0.238202,0.506415,736,315,380848,0.22704959606565595
0,0.0045644,0.241268,0.506415,736,315,380730,0.22291581071314476
0,0.0025812,0.247957,2.0871301,736,239.0359955,381306,0.3676594643100622
0,0.014918,0.23927,1.13226,725,198.4349976,381539,0.9097009294902754
0,0.00457,0.226742,2.5304899,684,315,378056,0.9999921915629764
0,0.0020544,0.213679,1.01275,684,45,378750,0.9999911992352836
0,0.0052496,0.216344,1.4321001,684,270,379057,0.9999929761439845
0,0.0123867,0.225095,1.60105,690,206.5650024,380390,0.9999844748289174
0,0.0205923,0.23483,1.51893,724,225,381130,0.9236553530005622
0,0.0062548,0.233036,1.82533,695,258.6900024,379981,0.9999330398057997
0,0.0227076,0.227346,1.60105,695,26.5650997,378640,0.9998920611871999
0,0.0789447,0.215268,2.5805399,696,326.3099976,378263,0.9999061959916428
0,0.0330237,0.207233,2.5304899,698,278.1300049,379453,0.9998435715275698
0,0.0051494,0.219493,1.60105,700,296.5650024,379558,0.9996259623487209
0,5.48e-5,0.239252,5.8851299,726,284.0360107,378188,0.8222504821186462
0,0.0254356,0.247812,1.82533,710,281.3099976,380094,0.997477142915318
0,0.0176897,0.236087,3.1996000000000002,735,206.5650024,382423,0.6317140306573613
0,0.0648066,0.210163,6.3793702,736,206.5650024,382450,0.7811214300218654
0,0.0675008,0.189742,7.70016,737,213.6900024,381959,0.7199926006876637
0,0.0182496,0.243793,4.5202298,733,198.4349976,382674,0.8296528577815506
0,0.0045575,0.226379,2.7251401,690,203.1990051,380753,0.9999893077978852
0,6.859e-4,0.244606,2.0871301,736,210.9640045,381830,0.41379538648943975
0,0.0206548,0.242452,2.0871301,718,210.9640045,381246,0.987319131936471
0,9.513e-4,0.223166,2.0248699,681,315,378118,0.9999958676622396
0,0.0061199,0.227563,2.0248699,691,225,380408,0.9999810679474812
0,0.0100732,0.225914,1.60105,692,243.4349976,380112,0.9999692741872803
0,0.0049435,0.229012,1.13226,692,288.4349976,379516,0.9999534819628962
0,0.0015434,0.232135,2.7251401,693,293.1990051,378846,0.9999440635619539
0,0.004109,0.237543,2.0248699,694,315,378754,0.9999157083417156
0,0.0626669,0.224093,1.60105,695,296.5650024,379154,0.9999345730894612
0,0.0124483,0.227683,0.506415,700,315,379816,0.9996216712112816
0,0.0285492,0.251952,1.13226,711,288.4349976,380241,0.9965859702675316
0,0.030531,0.241214,4.3187199,715,294.4440002,378515,0.9893651959049361
