FID,uniID,SumAllYr,Sum2018,Sum2017,Sum2016,x_utm,y_utm,x_wgs,y_wgs,Aspect,Slope,Elev,KDF,Shrub_Cov,NDVI,Solar
1217,43638,0,0,0,0,259841.501500000013039,3889281.450300000142306,-119.635304000000005,35.117770999999998,173.6600037,3.2392700,686.000000000000000,0.0000278,0.0344050,0.2113960,380703.000000000000000
1218,57943,0,0,0,0,260421.501500000013039,3890141.450300000142306,-119.629193999999998,35.125655999999999,225.0000000,5.5532498,718.000000000000000,0.0000000,0.0205850,0.2404080,381322.000000000000000
1219,49018,0,0,0,0,261201.501500000013039,3889601.450300000142306,-119.620486000000000,35.120977000000003,288.4349976,3.3932500,736.000000000000000,0.0000000,0.0015362,0.2227350,380058.000000000000000
1220,48720,0,0,0,0,261881.501500000013039,3889581.450300000142306,-119.613026000000005,35.120958000000002,245.5559998,4.3187199,762.000000000000000,0.0000000,0.0246434,0.2181250,382163.000000000000000
1221,39732,0,0,0,0,261401.501500000013039,3889041.450300000142306,-119.618132000000003,35.115980000000000,282.5289917,6.5740099,732.000000000000000,0.0098955,0.0005142,0.2516420,378174.000000000000000
1222,45630,0,0,0,0,259841.501500000013039,3889401.450300000142306,-119.635338000000004,35.118851999999997,225.0000000,2.0248699,692.000000000000000,0.0000805,0.0092959,0.2180520,380419.000000000000000
1223,54606,0,0,0,0,260081.501500000013039,3889941.450300000142306,-119.632863999999998,35.123773000000000,225.0000000,6.0545001,703.000000000000000,0.0000000,0.0147569,0.2241000,380626.000000000000000
1224,54261,0,0,0,0,259821.501500000013039,3889921.450300000142306,-119.635709000000006,35.123531000000000,120.9639969,2.0871301,696.000000000000000,0.0003683,0.0159643,0.2194090,380186.000000000000000
1225,48309,0,0,0,0,260301.501500000013039,3889561.450300000142306,-119.630341999999999,35.120403000000003,341.5650024,1.1322600,704.000000000000000,0.0011164,0.0792934,0.1896310,379453.000000000000000
1226,38010,0,0,0,0,260161.501500000013039,3888941.450300000142306,-119.631697000000003,35.114784000000000,258.6900024,1.8253300,690.000000000000000,0.0000000,0.0063394,0.2377390,379728.000000000000000
1227,47962,0,0,0,0,260001.501500000013039,3889541.450300000142306,-119.633624999999995,35.120151000000000,233.1300049,3.5763299,697.000000000000000,0.0000000,0.0138086,0.2276300,380422.000000000000000
1228,41665,0,0,0,0,260221.501500000013039,3889161.450300000142306,-119.631102999999996,35.116779999999999,153.4349976,1.6010500,696.000000000000000,0.0005389,0.0031765,0.2242290,380383.000000000000000
1229,44396,0,0,0,0,261721.501500000013039,3889321.450300000142306,-119.614705000000001,35.118577999999999,270.0000000,2.1475899,745.000000000000000,0.0001752,0.0600705,0.2593710,381267.000000000000000
1230,42749,0,0,0,0,261981.501500000013039,3889221.450300000142306,-119.611825999999994,35.117738000000003,302.0050049,6.7255301,757.000000000000000,0.0000000,0.0342060,0.2226010,377486.000000000000000
1231,56965,0,0,0,0,260781.501500000013039,3890081.450300000142306,-119.625230000000002,35.125200999999997,180.0000000,2.8624101,730.000000000000000,0.0000000,0.0020064,0.2061140,382227.000000000000000
1232,35025,0,0,0,0,260221.501500000013039,3888761.450300000142306,-119.630987000000005,35.113177000000000,217.8750000,4.0760598,690.000000000000000,0.0000000,0.0088463,0.2171180,380635.000000000000000
1233,53640,0,0,0,0,260681.501500000013039,3889881.450300000142306,-119.626267999999996,35.123375000000003,270.0000000,2.8624101,724.000000000000000,0.0000000,0.0443392,0.2442230,380502.000000000000000
1234,55614,0,0,0,0,260321.501500000013039,3890001.450300000142306,-119.630250000000004,35.124370999999996,236.3099976,2.5805399,711.000000000000000,0.0000000,0.0829761,0.2152350,380829.000000000000000
1235,44677,0,0,0,0,260701.501500000013039,3889341.450300000142306,-119.625893000000005,35.118516000000000,243.4349976,3.1996000,711.000000000000000,0.0036525,0.0000769,0.2493840,380742.000000000000000
1236,53661,0,0,0,0,261101.501500000013039,3889881.450300000142306,-119.621663999999996,35.123474999999999,180.0000000,2.8624101,739.000000000000000,0.0000000,0.0001267,0.1648130,382450.000000000000000
1237,37739,0,0,0,0,261381.501500000013039,3888921.450300000142306,-119.618317000000005,35.114894000000000,293.1990051,2.7251401,728.000000000000000,0.0017926,0.0336533,0.2339330,379995.000000000000000
1238,50328,0,0,0,0,260841.501500000013039,3889681.450300000142306,-119.624455999999995,35.121611999999999,293.1990051,2.7251401,723.000000000000000,0.0000992,0.0814421,0.2080590,379525.000000000000000
1239,38680,0,0,0,0,260281.501500000013039,3888981.450300000142306,-119.630392999999998,35.115172999999999,225.0000000,2.5304899,693.000000000000000,0.0000683,0.0000000,0.2364780,380426.000000000000000
1240,44049,0,0,0,0,261421.501500000013039,3889301.450300000142306,-119.617987999999997,35.118327000000001,243.4349976,3.1996000,729.000000000000000,0.0001234,0.0022292,0.1337910,380891.000000000000000
1241,51973,0,0,0,0,260541.501500000013039,3889781.450300000142306,-119.627774000000002,35.122441000000002,191.3099976,1.8253300,713.000000000000000,0.0000257,0.0344051,0.2253420,381282.000000000000000
1242,32062,0,0,0,0,260721.501500000013039,3888581.450300000142306,-119.625454000000005,35.111674999999998,153.4349976,1.6010500,703.000000000000000,0.0000000,0.0214534,0.2225350,380643.000000000000000
1243,32400,0,0,0,0,260841.501500000013039,3888601.450300000142306,-119.624144000000001,35.111882999999999,255.9640045,2.9503500,708.000000000000000,0.0000000,0.0006843,0.2352050,380388.000000000000000
1244,59623,0,0,0,0,260821.501500000013039,3890241.450300000142306,-119.624837999999997,35.126652000000000,180.0000000,1.4321001,737.000000000000000,0.0000000,0.0114796,0.1898820,381968.000000000000000
1245,36687,0,0,0,0,260261.501500000013039,3888861.450300000142306,-119.630578000000000,35.114088000000002,341.5650024,1.1322600,691.000000000000000,0.0000000,0.0064794,0.2424980,378632.000000000000000
1246,44029,0,0,0,0,261021.501500000013039,3889301.450300000142306,-119.622372999999996,35.118231999999999,234.4620056,3.0775199,717.000000000000000,0.0011284,0.0281930,0.2140390,380928.000000000000000
1247,31376,0,0,0,0,260281.501500000013039,3888541.450300000142306,-119.630266000000006,35.111210000000000,344.0549927,5.1996698,690.000000000000000,0.0000000,0.0914650,0.2097440,375205.000000000000000
1248,33438,0,0,0,0,261681.501500000013039,3888661.450300000142306,-119.614953000000000,35.112622999999999,206.5650024,4.7931800,730.000000000000000,0.0000141,0.0239066,0.2487880,382376.000000000000000
1249,39685,0,0,0,0,260461.501500000013039,3889041.450300000142306,-119.628437000000005,35.115757000000002,206.5650024,4.7931800,699.000000000000000,0.0000000,0.0028067,0.2350690,380916.000000000000000
1250,49707,0,0,0,0,261701.501500000013039,3889641.450300000142306,-119.615015999999997,35.121456000000002,185.9060059,10.3269997,758.000000000000000,0.0000000,0.0000000,0.1261100,382350.000000000000000
1251,43667,0,0,0,0,260421.501500000013039,3889281.450300000142306,-119.628945000000002,35.117908999999997,270.0000000,5.0006399,705.000000000000000,0.0056879,0.0011599,0.2275570,378963.000000000000000
1252,40749,0,0,0,0,261821.501500000013039,3889101.450300000142306,-119.613545000000002,35.116619999999998,161.5650024,4.5202298,750.000000000000000,0.0002163,0.0121882,0.2180770,383046.000000000000000
1253,35686,0,0,0,0,260161.501500000013039,3888801.450300000142306,-119.631656000000007,35.113523000000001,198.4349976,1.1322600,690.000000000000000,0.0000005,0.0046516,0.2267820,380296.000000000000000
1254,35755,0,0,0,0,261541.501500000013039,3888801.450300000142306,-119.616528000000002,35.113850999999997,198.4349976,4.5202298,733.000000000000000,0.0000832,0.0182496,0.2437930,382674.000000000000000
1255,46321,6,0,6,0,260381.501500000013039,3889441.450300000142306,-119.629429999999999,35.119340999999999,251.5650024,4.5202298,706.000000000000000,0.0080976,0.0375547,0.2174400,380045.000000000000000
1256,38321,0,0,0,0,259741.501500000013039,3888961.450300000142306,-119.636307000000002,35.114863999999997,149.0359955,2.0871301,679.000000000000000,0.0000009,0.0505539,0.2184400,379776.000000000000000
1257,39370,0,0,0,0,260801.501500000013039,3889021.450300000142306,-119.624703999999994,35.115656999999999,246.8009949,2.7251401,707.000000000000000,0.0078840,0.0812739,0.2166690,380514.000000000000000
1258,43018,1,1,0,0,260721.501500000013039,3889241.450300000142306,-119.625645000000006,35.117620000000002,245.5559998,4.3187199,711.000000000000000,0.0017724,0.0000844,0.2431970,380580.000000000000000
1259,35346,0,0,0,0,260001.501500000013039,3888781.450300000142306,-119.633404999999996,35.113304999999997,270.0000000,5.0006399,685.000000000000000,0.0000038,0.0035510,0.2182490,377938.000000000000000
1260,34069,0,0,0,0,261021.501500000013039,3888701.450300000142306,-119.622200000000007,35.112827000000003,270.0000000,2.1475899,716.000000000000000,0.0013531,0.0271065,0.2302150,380507.000000000000000
1261,40642,0,0,0,0,259681.501500000013039,3889101.450300000142306,-119.637005000000002,35.116110999999997,120.9639969,2.0871301,678.000000000000000,0.0000626,0.0788607,0.2060520,379303.000000000000000
1262,59602,0,0,0,0,260401.501500000013039,3890241.450300000142306,-119.629441999999997,35.126551999999997,227.8619995,10.0373001,724.000000000000000,0.0000000,0.0308602,0.2117900,379621.000000000000000
1263,49987,0,0,0,0,260661.501500000013039,3889661.450300000142306,-119.626424000000000,35.121389000000001,251.5650024,1.1322600,715.000000000000000,0.0000581,0.0851950,0.1937860,380425.000000000000000
1264,33076,0,0,0,0,261081.501500000013039,3888641.450300000142306,-119.621525000000005,35.112301000000002,230.1940002,5.5760102,715.000000000000000,0.0000046,0.0078838,0.2497210,381003.000000000000000
1265,45961,0,0,0,0,259821.501500000013039,3889421.450300000142306,-119.635563000000005,35.119027000000003,255.9640045,2.9503500,692.000000000000000,0.0000870,0.0012342,0.2216190,379820.000000000000000
1266,53295,0,0,0,0,260421.501500000013039,3889861.450300000142306,-119.629113000000004,35.123133000000003,234.4620056,3.0775199,711.000000000000000,0.0000000,0.0120540,0.2237230,380766.000000000000000
1267,36670,0,0,0,0,259921.501500000013039,3888861.450300000142306,-119.634304999999998,35.114007000000001,180.0000000,2.8624101,685.000000000000000,0.0000000,0.0038691,0.2279560,380665.000000000000000
1268,37667,0,0,0,0,259941.501500000013039,3888921.450300000142306,-119.634102999999996,35.114552000000003,191.3099976,1.8253300,688.000000000000000,0.0000649,0.0017617,0.2141950,380525.000000000000000
1269,42389,0,0,0,0,261421.501500000013039,3889201.450300000142306,-119.617958999999999,35.117426000000002,277.4309998,8.2485704,728.000000000000000,0.0003222,0.0290513,0.2143530,376345.000000000000000
1270,40400,0,0,0,0,261481.501500000013039,3889081.450300000142306,-119.617266999999998,35.116359000000003,233.1300049,3.5763299,735.000000000000000,0.0006120,0.0042058,0.2514080,381958.000000000000000
1271,33367,0,0,0,0,260261.501500000013039,3888661.450300000142306,-119.630520000000004,35.112285999999997,251.5650024,1.1322600,689.000000000000000,0.0000000,0.0124633,0.2102060,379704.000000000000000
1272,49974,1,1,0,0,260401.501500000013039,3889661.450300000142306,-119.629273999999995,35.121327000000001,204.4440002,4.3187199,708.000000000000000,0.0010058,0.0457899,0.2138370,381550.000000000000000
1273,52283,0,0,0,0,260101.501500000013039,3889801.450300000142306,-119.632604000000001,35.122517000000002,254.7449951,4.0760598,701.000000000000000,0.0000000,0.0458475,0.2400660,379821.000000000000000
1274,49370,0,0,0,0,261601.501500000013039,3889621.450300000142306,-119.616107000000000,35.121251999999998,239.0359955,8.2938099,751.000000000000000,0.0000000,0.0003100,0.1928740,380876.000000000000000
1275,59601,0,0,0,0,260381.501500000013039,3890241.450300000142306,-119.629661999999996,35.126547000000002,228.3659973,8.5599003,722.000000000000000,0.0000000,0.0181107,0.2348460,380326.000000000000000
1276,39985,0,0,0,0,259821.501500000013039,3889061.450300000142306,-119.635458999999997,35.115783999999998,281.3099976,3.6469700,682.000000000000000,0.0014295,0.0672423,0.2263690,378208.000000000000000
1277,38348,0,0,0,0,260281.501500000013039,3888961.450300000142306,-119.630386999999999,35.114992999999998,261.8699951,2.5304899,693.000000000000000,0.0000307,0.0005544,0.2437130,379685.000000000000000
1278,58943,0,0,0,0,260501.501500000013039,3890201.450300000142306,-119.628333999999995,35.126215000000002,194.0359955,5.8851299,729.000000000000000,0.0000000,0.0318390,0.1989650,382490.000000000000000
1279,56637,0,0,0,0,260861.501500000013039,3890061.450300000142306,-119.624347000000000,35.125039999999998,225.0000000,2.5304899,729.000000000000000,0.0000000,0.0028238,0.1938540,381396.000000000000000
1280,40638,0,0,0,0,259601.501500000013039,3889101.450300000142306,-119.637882000000005,35.116092000000002,180.0000000,2.8624101,680.000000000000000,0.0000000,0.0092381,0.2147240,380480.000000000000000
1281,37002,0,0,0,0,259921.501500000013039,3888881.450300000142306,-119.634310999999997,35.114187000000001,188.1300049,2.5304899,686.000000000000000,0.0000000,0.0026969,0.2231160,380647.000000000000000
1282,30739,0,0,0,0,260821.501500000013039,3888501.450300000142306,-119.624335000000002,35.110978000000003,215.5379944,3.0775199,704.000000000000000,0.0000000,0.0186961,0.2311530,381087.000000000000000
1283,45025,0,0,0,0,261021.501500000013039,3889361.450300000142306,-119.622389999999996,35.118772000000000,217.8750000,4.0760598,722.000000000000000,0.0001390,0.0462678,0.2196010,381805.000000000000000
1284,54666,0,0,0,0,261281.501500000013039,3889941.450300000142306,-119.619707000000005,35.124057999999998,210.9640045,6.2393899,743.000000000000000,0.0000000,0.0011562,0.1804960,382488.000000000000000
1285,38433,0,0,0,0,261981.501500000013039,3888961.450300000142306,-119.611750999999998,35.115395999999997,225.0000000,3.5404799,747.000000000000000,0.0000000,0.0005658,0.2399720,382416.000000000000000
1286,41054,1,0,1,0,261281.501500000013039,3889121.450300000142306,-119.619471000000004,35.116672000000001,225.0000000,1.5189300,725.000000000000000,0.0056154,0.0050202,0.2337640,381420.000000000000000
1287,53981,0,0,0,0,260861.501500000013039,3889901.450300000142306,-119.624301000000003,35.123598000000001,108.4349976,1.1322600,733.000000000000000,0.0000000,0.0098052,0.1517220,381325.000000000000000
1288,54947,0,0,0,0,260261.501500000013039,3889961.450300000142306,-119.630896000000007,35.123995999999998,275.1940002,3.9490600,709.000000000000000,0.0000000,0.0255547,0.2284010,379368.000000000000000
1289,38380,14,0,14,0,260921.501500000013039,3888961.450300000142306,-119.623371000000006,35.115144999999998,270.0000000,3.5763299,712.000000000000000,0.0073758,0.0108821,0.2419360,379883.000000000000000
1290,45397,0,0,0,0,261821.501500000013039,3889381.450300000142306,-119.613625999999996,35.119141999999997,300.9639893,2.0871301,748.000000000000000,0.0000000,0.0726760,0.2488770,380505.000000000000000
1291,35727,2,0,0,2,260981.501500000013039,3888801.450300000142306,-119.622667000000007,35.113717999999999,305.5379944,3.0775199,713.000000000000000,0.0080832,0.0870475,0.2268210,379021.000000000000000
1292,58975,0,0,0,0,261141.501500000013039,3890201.450300000142306,-119.621317000000005,35.126367000000002,338.1990051,3.8510301,741.000000000000000,0.0000000,0.0428457,0.2170970,377903.000000000000000
1293,55930,0,0,0,0,260001.501500000013039,3890021.450300000142306,-119.633763999999999,35.124474999999997,270.0000000,2.8624101,700.000000000000000,0.0000000,0.0004934,0.2465150,379558.000000000000000
1294,47396,0,0,0,0,261961.501500000013039,3889501.450300000142306,-119.612125000000006,35.120255999999998,256.6080017,7.6838899,764.000000000000000,0.0000000,0.0303898,0.2323580,380243.000000000000000
1295,52296,0,0,0,0,260361.501500000013039,3889801.450300000142306,-119.629754000000005,35.122579000000002,225.0000000,1.5189300,710.000000000000000,0.0000000,0.0201994,0.2211590,380960.000000000000000
1296,44955,0,0,0,0,259621.501500000013039,3889361.450300000142306,-119.637738999999996,35.118439000000002,225.0000000,4.0446901,686.000000000000000,0.0000000,0.0003375,0.2273680,380341.000000000000000
1297,46685,0,0,0,0,261021.501500000013039,3889461.450300000142306,-119.622418999999994,35.119672999999999,215.5379944,3.0775199,727.000000000000000,0.0008434,0.0831487,0.2266900,382005.000000000000000
1298,34082,0,0,0,0,261281.501500000013039,3888701.450300000142306,-119.619349999999997,35.112889000000003,206.5650024,3.1996000,721.000000000000000,0.0009188,0.0154678,0.2522970,381964.000000000000000
1299,56662,0,0,0,0,261361.501500000013039,3890061.450300000142306,-119.618865000000000,35.125157999999999,149.0359955,2.0871301,754.000000000000000,0.0000000,0.0020046,0.1245130,382410.000000000000000
1300,42410,0,0,0,0,261841.501500000013039,3889201.450300000142306,-119.613354999999999,35.117525000000001,270.0000000,2.1475899,748.000000000000000,0.0002109,0.0562330,0.2341330,381331.000000000000000
1301,36996,0,0,0,0,259801.501500000013039,3888881.450300000142306,-119.635626000000002,35.114158000000003,161.5650024,1.1322600,681.000000000000000,0.0000000,0.0232403,0.2299290,379828.000000000000000
1302,37695,0,0,0,0,260501.501500000013039,3888921.450300000142306,-119.627964000000006,35.114685000000001,234.4620056,3.0775199,700.000000000000000,0.0000000,0.0004580,0.2332880,380657.000000000000000
1303,50934,0,0,0,0,259681.501500000013039,3889721.450300000142306,-119.637185000000002,35.121696000000000,225.0000000,1.5189300,689.000000000000000,0.0000000,0.0704078,0.1954300,380107.000000000000000
1304,46038,0,0,0,0,261361.501500000013039,3889421.450300000142306,-119.618679999999998,35.119393000000002,174.2890015,7.1601801,743.000000000000000,0.0000000,0.0027700,0.1113350,382854.000000000000000
1305,35721,0,0,0,0,260861.501500000013039,3888801.450300000142306,-119.623982999999996,35.113689999999998,281.3099976,1.8253300,710.000000000000000,0.0011198,0.0254356,0.2478120,380094.000000000000000
1306,61635,0,0,0,0,261221.501500000013039,3890361.450300000142306,-119.620486999999997,35.127827000000003,228.1799927,9.0536499,763.000000000000000,0.0000000,0.0046174,0.2126370,381655.000000000000000
1307,50975,0,0,0,0,260501.501500000013039,3889721.450300000142306,-119.628195000000005,35.121890999999998,225.0000000,0.5064150,713.000000000000000,0.0003884,0.0068887,0.2337070,380758.000000000000000
1308,47361,0,0,0,0,261261.501500000013039,3889501.450300000142306,-119.619799999999998,35.120089999999998,292.1659851,10.3269997,742.000000000000000,0.0000116,0.0016579,0.1655460,373793.000000000000000
1309,54652,0,0,0,0,261001.501500000013039,3889941.450300000142306,-119.622776999999999,35.123992000000001,215.5379944,3.0775199,745.000000000000000,0.0000000,0.0003833,0.1215680,382695.000000000000000
1310,40083,0,0,0,0,261781.501500000013039,3889061.450300000142306,-119.613972000000004,35.116250000000001,208.3009949,5.2723298,745.000000000000000,0.0003242,0.0078093,0.2211840,382833.000000000000000
1311,52012,0,0,0,0,261321.501500000013039,3889781.450300000142306,-119.619223000000005,35.122627000000001,288.4349976,4.5202298,742.000000000000000,0.0000000,0.0002536,0.2426730,379429.000000000000000
1312,37375,0,0,0,0,260741.501500000013039,3888901.450300000142306,-119.625326999999999,35.114561999999999,270.0000000,3.5763299,707.000000000000000,0.0015594,0.0414938,0.2192310,379696.000000000000000
1313,45665,0,0,0,0,260541.501500000013039,3889401.450300000142306,-119.627663999999996,35.119017999999997,239.0359955,2.0871301,708.000000000000000,0.0015954,0.0041018,0.2252100,380687.000000000000000
1314,51306,1,1,0,0,260481.501500000013039,3889741.450300000142306,-119.628421000000003,35.122067000000001,270.0000000,1.4321001,713.000000000000000,0.0003317,0.0288771,0.2238580,380485.000000000000000
1315,42331,0,0,0,0,260261.501500000013039,3889201.450300000142306,-119.630675999999994,35.117150000000002,300.9639893,2.0871301,696.000000000000000,0.0018828,0.0128213,0.2267940,378799.000000000000000
1316,44019,0,0,0,0,260821.501500000013039,3889301.450300000142306,-119.624566000000002,35.118183999999999,186.3399963,3.2392700,716.000000000000000,0.0024790,0.0002785,0.2361140,381939.000000000000000
1317,35012,0,0,0,0,259961.501500000013039,3888761.450300000142306,-119.633837000000000,35.113115000000001,37.8750000,4.0760598,685.000000000000000,0.0000774,0.0023294,0.2137840,376357.000000000000000
1318,52597,0,0,0,0,259741.501500000013039,3889821.450300000142306,-119.636556999999996,35.122610999999999,156.8009949,2.7251401,692.000000000000000,0.0000000,0.0126730,0.2119500,380544.000000000000000
1319,46348,0,0,0,0,260921.501500000013039,3889441.450300000142306,-119.623509999999996,35.119469000000002,206.5650024,3.1996000,725.000000000000000,0.0000034,0.0551395,0.2289180,382142.000000000000000
1320,31067,0,0,0,0,260741.501500000013039,3888521.450300000142306,-119.625217000000006,35.111139000000001,329.0360107,2.0871301,703.000000000000000,0.0000000,0.0194487,0.2424390,378781.000000000000000
1321,58271,0,0,0,0,260341.501500000013039,3890161.450300000142306,-119.630077000000000,35.125816999999998,232.1250000,4.0760598,715.000000000000000,0.0000000,0.0347486,0.2476850,381174.000000000000000
1322,49276,0,0,0,0,259721.501500000013039,3889621.450300000142306,-119.636718000000002,35.120804999999997,322.1250000,4.0760598,693.000000000000000,0.0000000,0.0019773,0.2302780,377027.000000000000000
1323,55919,0,0,0,0,259781.501500000013039,3890021.450300000142306,-119.636176000000006,35.124422000000003,243.4349976,1.6010500,697.000000000000000,0.0009324,0.0453064,0.2108460,380188.000000000000000
1324,37702,0,0,0,0,260641.501500000013039,3888921.450300000142306,-119.626429000000002,35.114718000000003,225.0000000,0.5064150,702.000000000000000,0.0000741,0.0491966,0.2243730,380255.000000000000000
1325,40030,0,0,0,0,260721.501500000013039,3889061.450300000142306,-119.625592999999995,35.115999000000002,243.4349976,1.6010500,705.000000000000000,0.0013292,0.0006723,0.2375690,380411.000000000000000
1326,40738,0,0,0,0,261601.501500000013039,3889101.450300000142306,-119.615956999999995,35.116568000000001,243.4349976,1.6010500,742.000000000000000,0.0016970,0.0132135,0.2404180,381902.000000000000000
1327,35731,0,0,0,0,261061.501500000013039,3888801.450300000142306,-119.621790000000004,35.113737000000000,255.9640045,2.9503500,717.000000000000000,0.0065699,0.0258660,0.2364440,380702.000000000000000
1328,39040,2,1,1,0,260841.501500000013039,3889001.450300000142306,-119.624260000000007,35.115487000000002,296.5650024,1.6010500,709.000000000000000,0.0101061,0.0134319,0.2324540,379866.000000000000000
1329,36735,0,0,0,0,261221.501500000013039,3888861.450300000142306,-119.620053999999996,35.114316000000002,303.6900024,2.5805399,724.000000000000000,0.0034164,0.0104346,0.2417530,379790.000000000000000
1330,36681,0,0,0,0,260141.501500000013039,3888861.450300000142306,-119.631893000000005,35.114058999999997,270.0000000,1.4321001,689.000000000000000,0.0000262,0.0077439,0.2363940,379514.000000000000000
1331,34384,0,0,0,0,260681.501500000013039,3888721.450300000142306,-119.625933000000003,35.112926000000002,234.4620056,3.0775199,703.000000000000000,0.0000000,0.0231380,0.2516210,380704.000000000000000
1332,45053,0,0,0,0,261581.501500000013039,3889361.450300000142306,-119.616251000000005,35.118904999999998,270.0000000,4.2891502,737.000000000000000,0.0001235,0.0022413,0.2167080,380189.000000000000000
1333,34060,0,0,0,0,260841.501500000013039,3888701.450300000142306,-119.624172999999999,35.112783999999998,225.0000000,2.5304899,707.000000000000000,0.0000203,0.0273524,0.2374000,380878.000000000000000
1334,53962,0,0,0,0,260481.501500000013039,3889901.450300000142306,-119.628467000000001,35.123508000000001,270.0000000,2.1475899,718.000000000000000,0.0000000,0.0013934,0.2184400,380533.000000000000000
1335,50280,0,0,0,0,259881.501500000013039,3889681.450300000142306,-119.634980999999996,35.121383000000002,225.0000000,2.0248699,699.000000000000000,0.0000000,0.0050727,0.2332850,380731.000000000000000
1336,46680,0,0,0,0,260921.501500000013039,3889461.450300000142306,-119.623515999999995,35.119649000000003,225.0000000,2.0248699,725.000000000000000,0.0000005,0.0037556,0.2322290,381618.000000000000000
1337,51363,0,0,0,0,261621.501500000013039,3889741.450300000142306,-119.615921999999998,35.122337000000002,272.4899902,8.1878500,759.000000000000000,0.0000000,0.0166682,0.2053630,378513.000000000000000
1338,36339,0,0,0,0,259941.501500000013039,3888841.450300000142306,-119.634079999999997,35.113830999999998,180.0000000,1.4321001,684.000000000000000,0.0000000,0.0035289,0.2283790,380041.000000000000000
1339,39033,0,0,0,0,260701.501500000013039,3889001.450300000142306,-119.625794999999997,35.115453000000002,243.4349976,3.1996000,704.000000000000000,0.0004443,0.0194471,0.2396520,380413.000000000000000
1340,35422,0,0,0,0,261521.501500000013039,3888781.450300000142306,-119.616742000000002,35.113666000000002,213.6900024,5.1506500,730.000000000000000,0.0000149,0.0012198,0.2458990,382181.000000000000000
1341,37355,0,0,0,0,260341.501500000013039,3888901.450300000142306,-119.629711999999998,35.114466999999998,270.0000000,1.4321001,694.000000000000000,0.0000000,0.0002125,0.2517560,379730.000000000000000
1342,42715,0,0,0,0,261301.501500000013039,3889221.450300000142306,-119.619280000000003,35.117576999999997,135.0000000,1.5189300,730.000000000000000,0.0031823,0.0011846,0.1165610,381489.000000000000000
1343,45996,0,0,0,0,260521.501500000013039,3889421.450300000142306,-119.627888999999996,35.119194000000000,234.4620056,3.0775199,708.000000000000000,0.0018798,0.0103493,0.2298120,380881.000000000000000
1344,34440,0,0,0,0,261801.501500000013039,3888721.450300000142306,-119.613654999999994,35.113191999999998,209.0549927,3.6817801,732.000000000000000,0.0009464,0.0339221,0.2336330,382085.000000000000000
1345,40322,0,0,0,0,259921.501500000013039,3889081.450300000142306,-119.634369000000007,35.115988000000002,285.2550049,4.0760598,687.000000000000000,0.0009438,0.0294758,0.2220680,378141.000000000000000
1346,53607,0,0,0,0,260021.501500000013039,3889881.450300000142306,-119.633504000000002,35.123218000000001,270.0000000,2.1475899,701.000000000000000,0.0000000,0.0059286,0.2357960,379895.000000000000000
1347,37351,0,0,0,0,260261.501500000013039,3888901.450300000142306,-119.630589000000001,35.114448000000003,225.0000000,1.0127500,691.000000000000000,0.0000000,0.0060184,0.2407220,379720.000000000000000
1348,59637,0,0,0,0,261101.501500000013039,3890241.450300000142306,-119.621768000000003,35.126717999999997,153.4349976,1.6010500,740.000000000000000,0.0000000,0.0189206,0.2104430,381441.000000000000000
1349,39357,0,0,0,0,260541.501500000013039,3889021.450300000142306,-119.627554000000003,35.115594999999999,213.6900024,2.5805399,704.000000000000000,0.0000000,0.0011969,0.2425480,381162.000000000000000
1350,36105,0,0,0,0,261901.501500000013039,3888821.450300000142306,-119.612588000000002,35.114116000000003,201.8009949,3.8510301,737.000000000000000,0.0001002,0.0002773,0.2474100,382403.000000000000000
1351,36076,0,0,0,0,261321.501500000013039,3888821.450300000142306,-119.618945999999994,35.113979000000000,248.1990051,3.8510301,727.000000000000000,0.0009746,0.0178113,0.2315220,381180.000000000000000
1352,42668,0,0,0,0,260361.501500000013039,3889221.450300000142306,-119.629586000000003,35.117353999999999,261.8699951,2.5304899,702.000000000000000,0.0013995,0.0020622,0.2310110,380087.000000000000000
1353,49965,0,0,0,0,260221.501500000013039,3889661.450300000142306,-119.631247999999999,35.121284000000003,90.0000000,1.4321001,706.000000000000000,0.0000001,0.0220762,0.2145510,380159.000000000000000
1354,53685,0,0,0,0,261581.501500000013039,3889881.450300000142306,-119.616400999999996,35.123589000000003,225.0000000,4.0446901,758.000000000000000,0.0000000,0.0112634,0.2437280,382853.000000000000000
1355,56261,0,0,0,0,259981.501500000013039,3890041.450300000142306,-119.633989000000000,35.124650000000003,236.3099976,2.5805399,699.000000000000000,0.0000000,0.0026140,0.2295270,380342.000000000000000
1356,47956,0,0,0,0,259881.501500000013039,3889541.450300000142306,-119.634940999999998,35.120122000000002,270.0000000,2.8624101,697.000000000000000,0.0001250,0.0013311,0.2310940,379609.000000000000000
1357,39092,0,0,0,0,261881.501500000013039,3889001.450300000142306,-119.612859000000000,35.115732999999999,201.0379944,4.9751902,746.000000000000000,0.0000000,0.0265435,0.2442050,383013.000000000000000
1358,50651,0,0,0,0,260661.501500000013039,3889701.450300000142306,-119.626435999999998,35.121749000000001,225.0000000,6.5548201,717.000000000000000,0.0000185,0.0049331,0.1832540,381029.000000000000000
1359,33040,0,0,0,0,260361.501500000013039,3888641.450300000142306,-119.629418000000001,35.112130000000001,225.0000000,1.5189300,690.000000000000000,0.0000000,0.0503356,0.2106190,379978.000000000000000
