FID,uniID,SumAllYr,Sum2018,Sum2017,Sum2016,x_utm,y_utm,x_wgs,y_wgs,Aspect,Slope,Elev,KDF,Shrub_Cov,NDVI,Solar
4101,54675,0,0,0,0,261461.501500000013039,3889941.450300000142306,-119.617733999999999,35.124101000000003,284.0360107,2.9503500,751.000000000000000,0.0000000,0.0929661,0.2008980,380731.000000000000000
4102,61957,0,0,0,0,261021.501500000013039,3890381.450300000142306,-119.622685000000004,35.127960000000002,239.0359955,6.2393899,747.000000000000000,0.0000000,0.0112156,0.2252030,381347.000000000000000
4103,45355,0,0,0,0,260981.501500000013039,3889381.450300000142306,-119.622834999999995,35.118943000000002,180.0000000,4.2891502,723.000000000000000,0.0000159,0.0305350,0.2192530,382336.000000000000000
4104,33772,0,0,0,0,261721.501500000013039,3888681.450300000142306,-119.614520999999996,35.112813000000003,198.4349976,1.1322600,731.000000000000000,0.0001798,0.0019310,0.2524200,381637.000000000000000
4105,42308,0,0,0,0,259801.501500000013039,3889201.450300000142306,-119.635718999999995,35.117041000000000,315.0000000,1.5189300,681.000000000000000,0.0022926,0.0656441,0.1952130,378243.000000000000000
4106,58287,0,0,0,0,260661.501500000013039,3890161.450300000142306,-119.626569000000003,35.125892999999998,209.0549927,3.6817801,729.000000000000000,0.0000000,0.0155171,0.2128710,382180.000000000000000
4107,54964,0,0,0,0,260601.501500000013039,3889961.450300000142306,-119.627168999999995,35.124077000000000,232.1250000,4.0760598,721.000000000000000,0.0000000,0.0179141,0.2074240,381397.000000000000000
4108,36006,0,0,0,0,259921.501500000013039,3888821.450300000142306,-119.634293000000000,35.113646000000003,-1.0000000,0.0000000,684.000000000000000,0.0000000,0.0053662,0.2258400,379378.000000000000000
4109,43040,0,0,0,0,261161.501500000013039,3889241.450300000142306,-119.620821000000007,35.117724000000003,193.3930054,7.6838899,721.000000000000000,0.0033407,0.0002061,0.2170820,381701.000000000000000
4110,44636,0,0,0,0,259881.501500000013039,3889341.450300000142306,-119.634883000000002,35.118321000000002,174.8059998,3.9490600,690.000000000000000,0.0000630,0.0216860,0.2139040,381069.000000000000000
4111,58314,0,0,0,0,261201.501500000013039,3890161.450300000142306,-119.620648000000003,35.126021000000001,302.9049988,7.2126002,748.000000000000000,0.0000000,0.0077678,0.2257300,376505.000000000000000
4112,40704,0,0,0,0,260921.501500000013039,3889101.450300000142306,-119.623412000000002,35.116405999999998,255.9640045,2.9503500,711.000000000000000,0.0016641,0.1293600,0.2142850,380369.000000000000000
4113,50343,0,0,0,0,261141.501500000013039,3889681.450300000142306,-119.621167000000000,35.121682999999997,215.5379944,3.0775199,734.000000000000000,0.0000000,0.0032931,0.2479140,382153.000000000000000
4114,56333,0,0,0,0,261421.501500000013039,3890041.450300000142306,-119.618200999999999,35.124991999999999,240.9450073,3.6817801,756.000000000000000,0.0000000,0.0089728,0.1597090,382360.000000000000000
4115,58971,0,0,0,0,261061.501500000013039,3890201.450300000142306,-119.622195000000005,35.126348000000000,30.9638004,2.0871301,741.000000000000000,0.0000000,0.0761411,0.2116930,379637.000000000000000
4116,52261,0,0,0,0,259661.501500000013039,3889801.450300000142306,-119.637428000000000,35.122411999999997,225.0000000,2.0248699,690.000000000000000,0.0000000,0.0000703,0.2253960,380234.000000000000000
4117,36672,0,0,0,0,259961.501500000013039,3888861.450300000142306,-119.633865999999998,35.114015999999999,180.0000000,2.8624101,685.000000000000000,0.0000000,0.0027439,0.2287920,380603.000000000000000
4118,58308,0,0,0,0,261081.501500000013039,3890161.450300000142306,-119.621964000000006,35.125993000000001,350.5379944,4.3480902,744.000000000000000,0.0000000,0.0497694,0.2318590,377684.000000000000000
4119,42047,3,0,0,3,261221.501500000013039,3889181.450300000142306,-119.620146000000005,35.117198000000002,242.5260010,9.9880800,725.000000000000000,0.0056563,0.0177361,0.1456960,378538.000000000000000
4120,40698,0,0,0,0,260801.501500000013039,3889101.450300000142306,-119.624726999999993,35.116377999999997,206.5650024,3.1996000,709.000000000000000,0.0030386,0.0009038,0.2367220,381457.000000000000000
4121,45283,0,0,0,0,259541.501500000013039,3889381.450300000142306,-119.638621999999998,35.118600000000001,180.0000000,1.4321001,684.000000000000000,0.0000000,0.0572467,0.2320510,380241.000000000000000
4122,44634,0,0,0,0,259841.501500000013039,3889341.450300000142306,-119.635321000000005,35.118310999999999,180.0000000,2.8624101,690.000000000000000,0.0000092,0.0041040,0.2128070,380887.000000000000000
4123,40639,0,0,0,0,259621.501500000013039,3889101.450300000142306,-119.637663000000003,35.116097000000003,171.8699951,2.5304899,680.000000000000000,0.0000001,0.0078087,0.2143040,380354.000000000000000
4124,42382,0,0,0,0,261281.501500000013039,3889201.450300000142306,-119.619494000000003,35.117393000000000,198.4349976,3.3932500,730.000000000000000,0.0043590,0.0007578,0.1222820,382387.000000000000000
4125,41336,0,0,0,0,260281.501500000013039,3889141.450300000142306,-119.630438999999996,35.116615000000003,135.0000000,1.0127500,697.000000000000000,0.0000896,0.0022174,0.2260350,380284.000000000000000
4126,58620,0,0,0,0,260681.501500000013039,3890181.450300000142306,-119.626355000000004,35.126078000000000,225.0000000,2.5304899,731.000000000000000,0.0000000,0.0172215,0.2080920,381800.000000000000000
4127,44328,2,1,1,0,260361.501500000013039,3889321.450300000142306,-119.629615000000001,35.118254999999998,258.6900024,3.6469700,701.000000000000000,0.0092747,0.0271097,0.2153650,379814.000000000000000
4128,33053,0,0,0,0,260621.501500000013039,3888641.450300000142306,-119.626566999999994,35.112192000000000,329.0360107,4.1687398,701.000000000000000,0.0000000,0.0143149,0.2206370,377053.000000000000000
4129,30058,0,0,0,0,260481.501500000013039,3888461.450300000142306,-119.628050000000002,35.110537000000001,45.0000000,1.5189300,697.000000000000000,0.0000000,0.0239698,0.2332050,378931.000000000000000
4130,44324,1,1,0,0,260281.501500000013039,3889321.450300000142306,-119.630492000000004,35.118236000000003,206.5650024,1.6010500,697.000000000000000,0.0054421,0.0089645,0.2296770,380482.000000000000000
4131,49038,0,0,0,0,261601.501500000013039,3889601.450300000142306,-119.616101000000000,35.121071999999998,232.1250000,8.1112804,749.000000000000000,0.0000000,0.0000081,0.2203290,381270.000000000000000
4132,33429,0,0,0,0,261501.501500000013039,3888661.450300000142306,-119.616926000000007,35.112580000000001,183.0130005,6.7814498,724.000000000000000,0.0000000,0.0137689,0.2259700,382273.000000000000000
4133,44404,0,0,0,0,261881.501500000013039,3889321.450300000142306,-119.612950999999995,35.118616000000003,270.0000000,2.8624101,752.000000000000000,0.0000000,0.0139593,0.2597860,381369.000000000000000
4134,40419,0,0,0,0,261861.501500000013039,3889081.450300000142306,-119.613101000000000,35.116449000000003,216.8699951,3.5763299,748.000000000000000,0.0000226,0.0115249,0.2259770,382659.000000000000000
4135,38049,0,0,0,0,260941.501500000013039,3888941.450300000142306,-119.623146000000006,35.114970000000000,248.1990051,3.8510301,713.000000000000000,0.0062753,0.0378784,0.2451950,380645.000000000000000
4136,55590,9,9,0,0,259841.501500000013039,3890001.450300000142306,-119.635513000000003,35.124256000000003,135.0000000,5.0511498,698.000000000000000,0.0014571,0.0331007,0.2233250,380443.000000000000000
4137,57286,0,0,0,0,260561.501500000013039,3890101.450300000142306,-119.627647999999994,35.125329000000001,135.0000000,0.5064150,723.000000000000000,0.0000000,0.0189902,0.2197470,380876.000000000000000
4138,61631,0,0,0,0,261141.501500000013039,3890361.450300000142306,-119.621364000000000,35.127808000000002,244.9830017,5.9065700,754.000000000000000,0.0000000,0.0296866,0.2215740,381503.000000000000000
4139,47715,0,0,0,0,261701.501500000013039,3889521.450300000142306,-119.614981999999998,35.120375000000003,135.0000000,2.5304899,747.000000000000000,0.0000000,0.0295734,0.2705110,381521.000000000000000
4140,57661,0,0,0,0,261421.501500000013039,3890121.450300000142306,-119.618223999999998,35.125712999999998,210.9640045,4.1687398,760.000000000000000,0.0000000,0.0027401,0.1103820,383271.000000000000000
4141,35069,4,0,0,4,261101.501500000013039,3888761.450300000142306,-119.621340000000004,35.113385999999998,288.4349976,3.3932500,718.000000000000000,0.0033735,0.0462228,0.2167390,379436.000000000000000
4142,45344,0,0,0,0,260761.501500000013039,3889381.450300000142306,-119.625247000000002,35.118890999999998,225.0000000,3.5404799,716.000000000000000,0.0021181,0.0000000,0.2452740,381473.000000000000000
4143,35768,1,0,0,1,261801.501500000013039,3888801.450300000142306,-119.613677999999993,35.113912999999997,158.1990051,3.8510301,738.000000000000000,0.0035455,0.0090462,0.2478160,382436.000000000000000
4144,56298,0,0,0,0,260721.501500000013039,3890041.450300000142306,-119.625876000000005,35.124825999999999,236.3099976,2.5805399,726.000000000000000,0.0000000,0.0163013,0.1868590,381425.000000000000000
4145,46682,0,0,0,0,260961.501500000013039,3889461.450300000142306,-119.623076999999995,35.119658999999999,243.4349976,1.6010500,726.000000000000000,0.0000616,0.0344506,0.2266760,381336.000000000000000
4146,43339,0,0,0,0,260501.501500000013039,3889261.450300000142306,-119.628062000000000,35.117747999999999,161.5650024,1.1322600,706.000000000000000,0.0018708,0.0015508,0.2337230,380716.000000000000000
4147,32751,0,0,0,0,261221.501500000013039,3888621.450300000142306,-119.619984000000002,35.112153999999997,164.7449951,4.0760598,715.000000000000000,0.0000275,0.0045418,0.2544280,381707.000000000000000
4148,44058,0,0,0,0,261601.501500000013039,3889301.450300000142306,-119.616015000000004,35.118369000000001,108.4349976,2.2636399,737.000000000000000,0.0009017,0.0372855,0.2350130,380977.000000000000000
4149,41988,0,0,0,0,260041.501500000013039,3889181.450300000142306,-119.633082000000002,35.116917999999998,251.5650024,2.2636399,691.000000000000000,0.0021838,0.0122345,0.2350530,379866.000000000000000
4150,42423,0,0,0,0,262101.501500000013039,3889201.450300000142306,-119.610504000000006,35.117587000000000,287.4469910,12.9146004,768.000000000000000,0.0000000,0.0148776,0.2319460,371688.000000000000000
4151,31753,0,0,0,0,261181.501500000013039,3888561.450300000142306,-119.620406000000003,35.111604000000000,146.3099976,2.5805399,714.000000000000000,0.0000000,0.0015750,0.2522770,381358.000000000000000
4152,58311,0,0,0,0,261141.501500000013039,3890161.450300000142306,-119.621306000000004,35.126007000000001,341.5650024,1.1322600,744.000000000000000,0.0000000,0.0341072,0.2347980,380382.000000000000000
4153,47989,0,0,0,0,260541.501500000013039,3889541.450300000142306,-119.627705000000006,35.120280000000001,225.0000000,1.5189300,712.000000000000000,0.0032075,0.0185601,0.2199890,381045.000000000000000
4154,44071,0,0,0,0,261861.501500000013039,3889301.450300000142306,-119.613163999999998,35.118431000000001,206.5650024,1.6010500,751.000000000000000,0.0000000,0.0081015,0.2582330,382349.000000000000000
4155,49369,0,0,0,0,261581.501500000013039,3889621.450300000142306,-119.616326000000001,35.121246999999997,244.6540070,7.4857101,748.000000000000000,0.0000000,0.0000000,0.2032540,380724.000000000000000
4156,55957,0,0,0,0,260541.501500000013039,3890021.450300000142306,-119.627843999999996,35.124603000000000,233.1300049,3.5763299,721.000000000000000,0.0000000,0.0004169,0.2284540,381407.000000000000000
4157,46705,0,0,0,0,261421.501500000013039,3889461.450300000142306,-119.618033999999994,35.119768000000001,154.9830017,5.9065700,746.000000000000000,0.0000000,0.0012941,0.1118570,382640.000000000000000
4158,40640,0,0,0,0,259641.501500000013039,3889101.450300000142306,-119.637444000000002,35.116101999999998,149.0359955,2.0871301,680.000000000000000,0.0000119,0.0294782,0.2095420,380048.000000000000000
4159,40666,0,0,0,0,260161.501500000013039,3889101.450300000142306,-119.631743000000000,35.116225999999997,225.0000000,2.0248699,693.000000000000000,0.0002240,0.0028143,0.2268000,380327.000000000000000
4160,34033,0,0,0,0,260301.501500000013039,3888701.450300000142306,-119.630093000000002,35.112656000000001,251.5650024,2.2636399,691.000000000000000,0.0000000,0.1098670,0.2053820,379897.000000000000000
4161,41749,0,0,0,0,261901.501500000013039,3889161.450300000142306,-119.612684999999999,35.117179000000000,261.8699951,2.5304899,751.000000000000000,0.0001335,0.0697951,0.1916600,381713.000000000000000
4162,60640,0,0,0,0,261241.501500000013039,3890301.450300000142306,-119.620249999999999,35.127291999999997,213.2319946,12.2262001,754.000000000000000,0.0000000,0.0011401,0.2261300,380142.000000000000000
4163,36683,0,0,0,0,260181.501500000013039,3888861.450300000142306,-119.631455000000003,35.114069000000001,270.0000000,2.8624101,691.000000000000000,0.0000000,0.0006870,0.2312420,379363.000000000000000
4164,55602,0,0,0,0,260081.501500000013039,3890001.450300000142306,-119.632880999999998,35.124313999999998,255.2559967,7.0004802,706.000000000000000,0.0000000,0.0146920,0.2268080,378769.000000000000000
4165,62626,0,0,0,0,261121.501500000013039,3890421.450300000142306,-119.621600000000001,35.128343999999998,191.3099976,7.2646298,758.000000000000000,0.0000042,0.0140950,0.2112080,383383.000000000000000
4166,52652,0,0,0,0,260841.501500000013039,3889821.450300000142306,-119.624497000000005,35.122872999999998,195.2550049,4.0760598,730.000000000000000,0.0000000,0.0015287,0.2346770,382552.000000000000000
4167,55962,0,0,0,0,260641.501500000013039,3890021.450300000142306,-119.626746999999995,35.124626999999997,243.4349976,1.6010500,724.000000000000000,0.0000000,0.0003494,0.2159630,381176.000000000000000
4168,37740,0,0,0,0,261401.501500000013039,3888921.450300000142306,-119.618098000000003,35.114899000000001,270.0000000,2.1475899,729.000000000000000,0.0015130,0.0481631,0.2270060,380916.000000000000000
4169,47617,0,0,0,0,259741.501500000013039,3889521.450300000142306,-119.636470000000003,35.119909000000000,213.6900024,2.5805399,690.000000000000000,0.0000000,0.0000000,0.2342270,380373.000000000000000
4170,45289,0,0,0,0,259661.501500000013039,3889381.450300000142306,-119.637305999999995,35.118628999999999,225.0000000,4.0446901,689.000000000000000,0.0000000,0.0014242,0.2281000,380467.000000000000000
4171,56641,0,0,0,0,260941.501500000013039,3890061.450300000142306,-119.623469999999998,35.125059000000000,284.0360107,11.6485996,734.000000000000000,0.0000000,0.0700329,0.2319110,371678.000000000000000
4172,57263,0,0,0,0,260101.501500000013039,3890101.450300000142306,-119.632690999999994,35.125219000000001,296.5650024,4.7931800,705.000000000000000,0.0000000,0.0050329,0.2413520,377649.000000000000000
4173,41356,3,3,0,0,260681.501500000013039,3889141.450300000142306,-119.626053999999996,35.116709999999998,-1.0000000,0.0000000,706.000000000000000,0.0049094,0.0007108,0.2539110,380087.000000000000000
4174,56944,0,0,0,0,260361.501500000013039,3890081.450300000142306,-119.629835000000000,35.125101000000001,284.0360107,2.9503500,714.000000000000000,0.0000000,0.0017936,0.2403180,379563.000000000000000
4175,32081,0,0,0,0,261101.501500000013039,3888581.450300000142306,-119.621288000000007,35.111764999999998,225.0000000,1.5189300,714.000000000000000,0.0000025,0.0045439,0.2510410,381113.000000000000000
4176,59269,0,0,0,0,260381.501500000013039,3890221.450300000142306,-119.629655999999997,35.126367000000002,225.0000000,7.5523701,720.000000000000000,0.0000000,0.0396150,0.2400090,380845.000000000000000
4177,48387,0,0,0,0,261861.501500000013039,3889561.450300000142306,-119.613238999999993,35.120773000000000,239.0359955,6.2393899,759.000000000000000,0.0000000,0.0001065,0.2199340,381917.000000000000000
4178,38041,4,2,1,1,260781.501500000013039,3888941.450300000142306,-119.624899999999997,35.114932000000003,333.4349976,1.6010500,708.000000000000000,0.0087982,0.0641165,0.2294350,379351.000000000000000
4179,55303,0,0,0,0,260741.501500000013039,3889981.450300000142306,-119.625639000000007,35.124290000000002,281.3099976,1.8253300,725.000000000000000,0.0000000,0.0000000,0.2192230,380401.000000000000000
4180,56598,0,0,0,0,260081.501500000013039,3890061.450300000142306,-119.632898999999995,35.124853999999999,309.2890015,5.0762100,707.000000000000000,0.0000000,0.0141336,0.2349130,377017.000000000000000
4181,38750,0,0,0,0,261681.501500000013039,3888981.450300000142306,-119.615044999999995,35.115506000000003,251.5650024,1.1322600,739.000000000000000,0.0008068,0.0125221,0.2340530,381603.000000000000000
4182,47675,0,0,0,0,260901.501500000013039,3889521.450300000142306,-119.623751999999996,35.120184999999999,261.8699951,2.5304899,726.000000000000000,0.0000472,0.0026353,0.2340280,380950.000000000000000
4183,55949,0,0,0,0,260381.501500000013039,3890021.450300000142306,-119.629598000000001,35.124564999999997,270.0000000,1.4321001,715.000000000000000,0.0000000,0.0199133,0.2184860,380491.000000000000000
4184,48972,0,0,0,0,260281.501500000013039,3889601.450300000142306,-119.630572999999998,35.120758000000002,161.5650024,1.1322600,703.000000000000000,0.0003104,0.0141748,0.2005370,380403.000000000000000
4185,43022,0,0,0,0,260801.501500000013039,3889241.450300000142306,-119.624768000000003,35.117638999999997,153.4349976,3.1996000,713.000000000000000,0.0012868,0.0026789,0.2332100,381500.000000000000000
4186,53678,0,0,0,0,261441.501500000013039,3889881.450300000142306,-119.617936000000000,35.123556000000001,281.3099976,3.6469700,752.000000000000000,0.0000000,0.0024822,0.2414440,380757.000000000000000
4187,47641,0,0,0,0,260221.501500000013039,3889521.450300000142306,-119.631207000000003,35.120023000000003,254.7449951,4.0760598,702.000000000000000,0.0002795,0.0052468,0.2165970,379850.000000000000000
4188,40660,1,1,0,0,260041.501500000013039,3889101.450300000142306,-119.633059000000003,35.116197000000000,236.3099976,2.5805399,692.000000000000000,0.0009176,0.0009620,0.2257420,380331.000000000000000
4189,51689,0,0,0,0,261501.501500000013039,3889761.450300000142306,-119.617243999999999,35.122489000000002,255.9640045,2.9503500,751.000000000000000,0.0000000,0.0664945,0.2177280,381817.000000000000000
4190,44307,0,0,0,0,259941.501500000013039,3889321.450300000142306,-119.634219000000002,35.118155000000002,243.4349976,1.6010500,689.000000000000000,0.0025156,0.0140612,0.2060490,379827.000000000000000
4191,46724,0,0,0,0,261801.501500000013039,3889461.450300000142306,-119.613867999999997,35.119858000000001,188.1300049,2.5304899,750.000000000000000,0.0000000,0.0000000,0.2369100,382636.000000000000000
4192,44975,0,0,0,0,260021.501500000013039,3889361.450300000142306,-119.633353000000000,35.118533999999997,213.6900024,2.5805399,690.000000000000000,0.0012512,0.0673788,0.2001930,380253.000000000000000
4193,34744,4,0,0,4,261241.501500000013039,3888741.450300000142306,-119.619799999999998,35.113239000000000,216.8699951,3.5763299,720.000000000000000,0.0024574,0.0032780,0.2578640,381560.000000000000000
4194,39694,0,0,0,0,260641.501500000013039,3889041.450300000142306,-119.626463999999999,35.115799000000003,116.5650024,3.1996000,705.000000000000000,0.0002655,0.0000583,0.2511790,380216.000000000000000
4195,51998,0,0,0,0,261041.501500000013039,3889781.450300000142306,-119.622292999999999,35.122560000000000,186.3399963,3.2392700,730.000000000000000,0.0000000,0.0315117,0.2126940,382183.000000000000000
4196,40059,10,0,6,4,261301.501500000013039,3889061.450300000142306,-119.619234000000006,35.116135999999997,180.0000000,1.4321001,725.000000000000000,0.0103669,0.0037470,0.2365870,381597.000000000000000
4197,48637,0,0,0,0,260221.501500000013039,3889581.450300000142306,-119.631225000000001,35.120564000000002,180.0000000,2.8624101,705.000000000000000,0.0001214,0.0248961,0.2082420,381432.000000000000000
4198,43012,0,0,0,0,260601.501500000013039,3889241.450300000142306,-119.626959999999997,35.117590999999997,143.1300049,3.5763299,706.000000000000000,0.0054345,0.0000411,0.2321650,381023.000000000000000
4199,39991,0,0,0,0,259941.501500000013039,3889061.450300000142306,-119.634142999999995,35.115813000000003,270.0000000,2.8624101,688.000000000000000,0.0011435,0.0191320,0.2251620,379248.000000000000000
4200,44415,0,0,0,0,262101.501500000013039,3889321.450300000142306,-119.610539000000003,35.118668000000000,251.5650024,7.8768501,764.000000000000000,0.0000000,0.1231450,0.2089440,380121.000000000000000
4201,36742,2,0,0,2,261361.501500000013039,3888861.450300000142306,-119.618519000000006,35.114348999999997,270.0000000,1.4321001,729.000000000000000,0.0008904,0.0191791,0.2176610,381095.000000000000000
4202,53959,0,0,0,0,260421.501500000013039,3889901.450300000142306,-119.629125000000002,35.123494000000001,185.1940002,3.9490600,714.000000000000000,0.0000000,0.0182579,0.2231470,381939.000000000000000
4203,34730,2,0,0,2,260961.501500000013039,3888741.450300000142306,-119.622868999999994,35.113173000000003,263.6600037,3.2392700,713.000000000000000,0.0031744,0.0238519,0.2385350,380267.000000000000000
4204,52676,0,0,0,0,261321.501500000013039,3889821.450300000142306,-119.619234000000006,35.122987000000002,225.0000000,3.5404799,743.000000000000000,0.0000000,0.0023225,0.2429940,382230.000000000000000
4205,53013,0,0,0,0,261421.501500000013039,3889841.450300000142306,-119.618144000000001,35.123190999999998,255.9640045,2.9503500,750.000000000000000,0.0000000,0.0006143,0.2424740,381791.000000000000000
4206,46704,0,0,0,0,261401.501500000013039,3889461.450300000142306,-119.618252999999996,35.119762999999999,157.6199951,6.5548201,747.000000000000000,0.0000000,0.0012075,0.1100730,382701.000000000000000
4207,46040,0,0,0,0,261401.501500000013039,3889421.450300000142306,-119.618241999999995,35.119402999999998,180.0000000,5.7105899,743.000000000000000,0.0000000,0.0045264,0.1118890,383010.000000000000000
4208,55328,0,0,0,0,261241.501500000013039,3889981.450300000142306,-119.620158000000004,35.124409000000000,168.6900024,3.6469700,745.000000000000000,0.0000000,0.0089379,0.2059780,382700.000000000000000
4209,59979,0,0,0,0,261301.501500000013039,3890261.450300000142306,-119.619580999999997,35.126945999999997,201.8009949,7.6675801,752.000000000000000,0.0000000,0.0753682,0.1704050,382653.000000000000000
4210,40052,0,0,0,0,261161.501500000013039,3889061.450300000142306,-119.620768999999996,35.116103000000003,246.8009949,5.4380102,719.000000000000000,0.0052479,0.0029534,0.2428140,380265.000000000000000
4211,48043,0,0,0,0,261621.501500000013039,3889541.450300000142306,-119.615864999999999,35.120536000000001,261.0270081,6.8552599,750.000000000000000,0.0000000,0.0000000,0.1524160,380074.000000000000000
4212,49945,0,0,0,0,259821.501500000013039,3889661.450300000142306,-119.635632999999999,35.121189000000001,255.9640045,2.9503500,695.000000000000000,0.0000031,0.0044405,0.2316710,379783.000000000000000
4213,41708,0,0,0,0,261081.501500000013039,3889161.450300000142306,-119.621674999999996,35.116985000000000,251.5650024,2.2636399,719.000000000000000,0.0030982,0.0231652,0.2365910,380918.000000000000000
4214,47612,0,0,0,0,259641.501500000013039,3889521.450300000142306,-119.637566000000007,35.119884999999996,315.0000000,1.5189300,689.000000000000000,0.0000000,0.0028763,0.2210530,378975.000000000000000
4215,55638,0,0,0,0,260801.501500000013039,3890001.450300000142306,-119.624987000000004,35.124485000000000,281.3099976,1.8253300,727.000000000000000,0.0000000,0.0002260,0.2217580,380364.000000000000000
4216,35753,0,0,0,0,261501.501500000013039,3888801.450300000142306,-119.616967000000002,35.113841999999998,212.4709930,4.6587400,731.000000000000000,0.0000655,0.0244794,0.2443130,382353.000000000000000
4217,50995,0,0,0,0,260901.501500000013039,3889721.450300000142306,-119.623810000000006,35.121986000000000,307.8750000,4.0760598,726.000000000000000,0.0000000,0.1155270,0.2303380,378455.000000000000000
4218,42965,0,0,0,0,259661.501500000013039,3889241.450300000142306,-119.637264999999999,35.117367999999999,296.5650024,1.6010500,683.000000000000000,0.0000370,0.0108411,0.2199330,378775.000000000000000
4219,56267,0,0,0,0,260101.501500000013039,3890041.450300000142306,-119.632673999999994,35.124679000000000,341.5650024,2.2636399,708.000000000000000,0.0000000,0.0198395,0.2381320,378727.000000000000000
4220,51373,0,0,0,0,261821.501500000013039,3889741.450300000142306,-119.613729000000006,35.122385000000001,198.4349976,3.3932500,766.000000000000000,0.0000000,0.0071792,0.2177220,383163.000000000000000
4221,45639,0,0,0,0,260021.501500000013039,3889401.450300000142306,-119.633364999999998,35.118895000000002,180.0000000,1.4321001,692.000000000000000,0.0000886,0.0041452,0.2129400,380390.000000000000000
4222,34366,0,0,0,0,260321.501500000013039,3888721.450300000142306,-119.629879000000003,35.112841000000003,215.5379944,3.0775199,692.000000000000000,0.0000000,0.0795007,0.2052820,380679.000000000000000
4223,34393,0,0,0,0,260861.501500000013039,3888721.450300000142306,-119.623959999999997,35.112969000000000,243.4349976,3.1996000,709.000000000000000,0.0000957,0.0349535,0.2453090,380718.000000000000000
4224,50041,0,0,0,0,261741.501500000013039,3889661.450300000142306,-119.614582999999996,35.121645000000001,192.5290070,6.5740099,763.000000000000000,0.0000000,0.0024160,0.1357620,383519.000000000000000
4225,57329,0,0,0,0,261421.501500000013039,3890101.450300000142306,-119.618218999999996,35.125532999999997,213.6900024,5.1506500,759.000000000000000,0.0000000,0.0007471,0.1068110,383211.000000000000000
4226,59939,0,0,0,0,260501.501500000013039,3890261.450300000142306,-119.628352000000007,35.126756000000000,170.5379944,4.3480902,735.000000000000000,0.0000000,0.0505537,0.2052800,382608.000000000000000
4227,35033,0,0,0,0,260381.501500000013039,3888761.450300000142306,-119.629232999999999,35.113214999999997,203.1990051,2.7251401,695.000000000000000,0.0000000,0.0777880,0.2210360,380915.000000000000000
4228,43980,2,2,0,0,260041.501500000013039,3889301.450300000142306,-119.633116999999999,35.117998999999998,320.7109985,5.0762100,694.000000000000000,0.0052369,0.0687907,0.1964920,376146.000000000000000
4229,46317,1,1,0,0,260301.501500000013039,3889441.450300000142306,-119.630307000000002,35.119321999999997,201.8009949,3.8510301,700.000000000000000,0.0029078,0.1242360,0.2041710,381146.000000000000000
4230,39321,0,0,0,0,259821.501500000013039,3889021.450300000142306,-119.635446999999999,35.115423999999997,281.3099976,1.8253300,683.000000000000000,0.0004544,0.0440860,0.2360250,379098.000000000000000
4231,45353,0,0,0,0,260941.501500000013039,3889381.450300000142306,-119.623272999999998,35.118932999999998,219.8059998,5.5760102,722.000000000000000,0.0000463,0.0103846,0.2229950,381707.000000000000000
4232,58295,0,0,0,0,260821.501500000013039,3890161.450300000142306,-119.624814000000001,35.125931000000001,180.0000000,0.7161600,735.000000000000000,0.0000000,0.0119655,0.2169170,381579.000000000000000
4233,45983,0,0,0,0,260261.501500000013039,3889421.450300000142306,-119.630740000000003,35.119132000000000,201.8009949,3.8510301,698.000000000000000,0.0022639,0.0538107,0.1918420,381087.000000000000000
4234,54266,0,0,0,0,259921.501500000013039,3889921.450300000142306,-119.634612000000004,35.123555000000003,243.4349976,3.1996000,694.000000000000000,0.0000300,0.0282569,0.2202130,379773.000000000000000
4235,36033,0,0,0,0,260461.501500000013039,3888821.450300000142306,-119.628372999999996,35.113774999999997,296.5650024,1.6010500,695.000000000000000,0.0000000,0.0626669,0.2240930,379154.000000000000000
4236,52008,0,0,0,0,261241.501500000013039,3889781.450300000142306,-119.620099999999994,35.122608000000000,213.6900024,2.5805399,740.000000000000000,0.0000000,0.0000000,0.2378500,382275.000000000000000
4237,56605,0,0,0,0,260221.501500000013039,3890061.450300000142306,-119.631364000000005,35.124887000000001,244.9830017,5.9065700,705.000000000000000,0.0000000,0.0082895,0.2255430,379319.000000000000000
4238,40998,0,0,0,0,260161.501500000013039,3889121.450300000142306,-119.631748999999999,35.116405999999998,191.3099976,3.6469700,694.000000000000000,0.0002480,0.0024995,0.2274660,381108.000000000000000
4239,51928,0,0,0,0,259641.501500000013039,3889781.450300000142306,-119.637641000000002,35.122227000000002,270.0000000,1.4321001,690.000000000000000,0.0000000,0.0089304,0.2259810,379585.000000000000000
4240,58652,0,0,0,0,261321.501500000013039,3890181.450300000142306,-119.619337999999999,35.126230000000000,281.3099976,7.2646298,749.000000000000000,0.0000000,0.0135826,0.2348140,377611.000000000000000
4241,45328,0,0,0,0,260441.501500000013039,3889381.450300000142306,-119.628754999999998,35.118814000000000,293.1990051,2.7251401,706.000000000000000,0.0048047,0.0219243,0.2006880,379171.000000000000000
4242,47631,0,0,0,0,260021.501500000013039,3889521.450300000142306,-119.633399999999995,35.119976000000001,245.5559998,4.3187199,698.000000000000000,0.0000000,0.0123887,0.2247060,380099.000000000000000
4243,44736,0,0,0,0,261881.501500000013039,3889341.450300000142306,-119.612955999999997,35.118796000000003,306.8699951,3.5763299,752.000000000000000,0.0000000,0.0228035,0.2603540,379767.000000000000000
